Om,w0,wa,H0,rd,chi2
0.3591553295259358,-0.7617645102556485,-0.5388901734372668,67.23099687739101,147.0764444854717,255.08199686809223
0.30554291211731005,-1.2550598319439858,-0.5388901734372668,67.23099687739101,147.0764444854717,835.4165019637169
0.3726980289428029,-2.0907941052906676,-0.5388901734372668,67.23099687739101,147.0764444854717,1203.1371273682953
0.3469012464064799,0.6569543616529683,-0.5388901734372668,67.23099687739101,147.0764444854717,25231.10584764869
0.2503907374190056,-1.7916404162795827,-0.5388901734372668,67.23099687739101,147.0764444854717,6189.4792127609
0.39142193801886266,-1.5500361715265965,-0.5388901734372668,67.23099687739101,147.0764444854717,414.0875504939629
0.3571047140754382,-1.6082143089708747,-0.5388901734372668,67.23099687739101,147.0764444854717,723.8476085179424
0.3610926506012943,0.40786262360238146,-0.5388901734372668,67.23099687739101,147.0764444854717,16872.94737923632
0.255820542985069,-0.02489641828413669,-0.5388901734372668,67.23099687739101,147.0764444854717,5484.9758723843315
0.3073841118202724,-0.9439721981367182,-0.5388901734372668,67.23099687739101,147.0764444854717,122.67149845859082
0.29465004563419467,0.5503075054008493,-0.5388901734372668,67.23099687739101,147.0764444854717,22359.661695945957
0.383604759972758,-2.157611454095403,-0.5388901734372668,67.23099687739101,147.0764444854717,1109.5967527209216
0.338340780969888,0.3650495472102282,-0.5388901734372668,67.23099687739101,147.0764444854717,15723.777133264268
0.36696421988031447,-2.1346795893902506,-0.5388901734372668,67.23099687739101,147.0764444854717,1377.196679605957
0.3062686335693547,-1.1425695086510368,-0.5388901734372668,67.23099687739101,147.0764444854717,522.5633478182936
0.271680557242546,-2.153946961325259,-0.5388901734372668,67.23099687739101,147.0764444854717,6201.80492249301
0.3240559276795153,0.6809453788183277,-0.5388901734372668,67.23099687739101,147.0764444854717,26426.035875022862
0.24553312273364974,0.42720691104707686,-0.5388901734372668,67.23099687739101,147.0764444854717,18718.301214668165
0.36774334927579483,-0.5615647307160345,-0.5388901734372668,67.23099687739101,147.0764444854717,912.1308859306426
0.3363886656165121,-1.6624278744599914,-0.5388901734372668,67.23099687739101,147.0764444854717,1194.9821001565324
0.3566164001706415,-1.4856284208623203,-0.5388901734372668,67.23099687739101,147.0764444854717,539.5238216424073
0.2920465166577606,-0.9673314982833672,-0.5388901734372668,67.23099687739101,147.0764444854717,305.7944455441034
