Om,w0,wa,chi2
0.2645305365058088,-0.7695371877874971,0.4347575560192783,143.88739382146355
0.19751501474502658,-0.9504121390732208,0.4347575560192783,446.77618319465813
0.2814589107768926,-1.2568480393003374,0.4347575560192783,578.3127633177955
0.2492129326064889,-0.24934026808767085,0.4347575560192783,4374.65078395701
0.12857479637214603,-1.1471583533296064,0.4347575560192783,4936.95447663228
0.3048637971219673,-1.0585701302535113,0.4347575560192783,37.53892271151732
0.2619672671926867,-1.07990211398308,0.4347575560192783,277.15760529416895
0.2669521878500069,-0.3406739053728861,0.4347575560192783,3206.1104946858845
0.13536205332972528,-0.49935222073127605,0.4347575560192783,781.270034583788
0.19981651437372955,-0.8363466733438893,0.4347575560192783,61.86775119217404
0.18389893164113236,-0.2884441153801145,0.4347575560192783,3550.128594841156
0.2950923245643365,-1.2813477338620738,0.4347575560192783,474.2732843949644
0.23851235081074904,-0.3563720333833422,0.4347575560192783,2870.322125938251
0.27429164944878215,-1.2729393834701845,0.4347575560192783,737.8911712650641
0.19842216656008235,-0.9091656871991395,0.4347575560192783,266.1550042667214
0.1551870711515715,-1.2800040865130209,0.4347575560192783,5451.612228519616
0.2206562841977831,-0.24054356179370573,0.4347575560192783,4417.753053598993
0.12250277801545119,-0.3335809999764976,0.4347575560192783,2611.471750257493
0.27526556119313256,-0.6961306019563053,0.4347575560192783,420.73693307633295
0.23607220661902908,-1.0997804213290896,0.4347575560192783,636.4980934137405
0.2613568748116909,-1.0349539550099434,0.4347575560192783,174.63762970548225
0.18064452042058982,-0.8449117500643273,0.4347575560192783,168.18856723997988
0.3038789316735968,-0.9843512519855793,0.4347575560192783,16.49623607989042
0.28836355105905564,-1.3159641567487248,0.4347575560192783,661.8526083117907
0.2654160262093685,-0.6175278437983115,0.4347575560192783,732.3039005401541
0.14866706836500965,-0.6646387582245281,0.4347575560192783,37.37959342840759
0.20308352754002296,-0.3446676791864347,0.4347575560192783,2842.4901170672397
0.11850007995206188,-0.8148700086111641,0.4347575560192783,567.4857405823462
0.14059722520812568,-0.960229594748933,0.4347575560192783,1530.396598415926
0.24634911744310706,-0.7767405515176159,0.4347575560192783,70.50500164599826
0.25869175797617955,-1.125244962741736,0.4347575560192783,442.83838932625116
0.3032412732814581,-0.6513150657198945,0.4347575560192783,794.6245528315404
0.17490439842224653,-0.4923732816579818,0.4347575560192783,1059.6192361963215
0.1838312680015899,-1.1706015680138981,0.4347575560192783,2431.2224166981023
0.20365048904977773,-0.9891879133282975,0.4347575560192783,561.2539786714733
0.14763359861147327,-0.38482837542412096,0.4347575560192783,2041.8528232453748
0.13572362786171044,-0.7833245292299554,0.4347575560192783,220.91110611693
0.2048803120398029,-0.7543891413818582,0.4347575560192783,17.14996554302883
0.15512119660479295,-0.5447604359684728,0.4347575560192783,551.1896019020768
0.24370212573111819,-0.7037273559837004,0.4347575560192783,235.43860103125255
0.19716971056908228,-1.2628717078459586,0.4347575560192783,2822.279608508323
0.2762749660061836,-0.45505156967782023,0.4347575560192783,2016.5000437197484
0.24979234719506596,-0.3242898117538451,0.4347575560192783,3331.8949979171416
0.17221265507102435,-1.2808044964372662,0.4347575560192783,4314.28907170486
0.27619128707365637,-1.2060347206238535,0.4347575560192783,490.9399805769981
0.2706921982939765,-0.5672367302989311,0.4347575560192783,1074.561412632783
0.187235002600651,-0.6744881269611814,0.4347575560192783,108.87308654067682
0.16740494758066493,-0.9186407538582391,0.4347575560192783,648.9763443199924
0.24623842758961123,-0.7462359388927511,0.4347575560192783,129.40054684404038
0.13768982351647807,-0.5657370279259949,0.4347575560192783,342.4035032704727
0.1497209672896378,-0.7844853446581374,0.4347575560192783,142.83605443789958
0.11121178074481722,-1.1852022956279455,0.4347575560192783,7206.714464813203
0.2671242022950438,-1.2410298206805404,0.4347575560192783,736.6986441087748
0.24270949811302256,-0.8566648440199397,0.4347575560192783,8.39431106187471
0.25077240251988314,-0.32423621909344247,0.4347575560192783,3337.1246328322327
