Om,H0,w0,wa,chi2
0.3074145901926835,73.42578014942657,-0.29729669317688057,-0.20339333173295238,1722.138352610747
0.3074145901926835,73.42578014942657,-1.0344674325454848,1.488653681518624,1466.8061808012285
0.3074145901926835,73.42578014942657,-0.11108457619495837,-1.6097076547442453,1708.52971940657
0.3074145901926835,73.42578014942657,-0.46579033606939935,-2.870112200267196,1471.9195266742083
0.3074145901926835,73.42578014942657,-1.792809834647171,0.8782750184196084,1674.164793588078
0.3074145901926835,73.42578014942657,0.146369173600863,0.5118882998598595,2664.7596871938267
0.3074145901926835,73.42578014942657,-0.3254926556212234,-0.27254177162903215,1685.3013390031306
0.3074145901926835,73.42578014942657,-0.2706585283907015,1.076713648646063,2013.7830878752914
0.3074145901926835,73.42578014942657,-1.718150008113799,1.2004218632406625,1619.6917157345204
0.3074145901926835,73.42578014942657,-1.0091509366297522,-0.06048345990913084,1455.3364345681055
0.3074145901926835,73.42578014942657,-1.1842443466883212,1.8296389592696851,1461.8075926677886
0.3074145901926835,73.42578014942657,0.03888297546692421,0.5985597380866361,2447.74962810593
0.3074145901926835,73.42578014942657,-0.5834967358225378,0.3843768808131438,1565.0676533024803
0.3074145901926835,73.42578014942657,-0.18992445080417397,-1.1928910372067731,1688.5381351603676
0.3074145901926835,73.42578014942657,-1.0244887625798715,-2.9887071069999616,1561.718727955742
0.3074145901926835,73.42578014942657,-1.5000748120734908,-1.79528663052911,1694.852005624442
0.3074145901926835,73.42578014942657,-0.7799134685651634,0.8196025340731494,1502.4638824176295
0.3074145901926835,73.42578014942657,-1.8596020365708144,0.5493562721858707,1728.8136084870548
0.3074145901926835,73.42578014942657,-0.1792114216163192,-1.3448892758495292,1679.4882904653787
0.3074145901926835,73.42578014942657,-0.6103383219314573,0.12791487269219415,1529.181265738116
0.3074145901926835,73.42578014942657,-0.3322069718121774,-2.023562602634314,1525.9268858693724
0.3074145901926835,73.42578014942657,-1.2200428701142896,-1.6818614036547799,1565.7624140996832
0.3074145901926835,73.42578014942657,0.1355356536687875,1.7370404695124826,3170.1662257589455
0.3074145901926835,73.42578014942657,-0.03513353309116485,-0.9340971353220273,1901.7761654822064
0.3074145901926835,73.42578014942657,-0.2875563064377238,-1.7750620285057273,1562.4769241696042
0.3074145901926835,73.42578014942657,-1.5717948427256714,-0.5644587658050426,1653.7713104680863
0.3074145901926835,73.42578014942657,-0.9732137918005248,-1.064920601063169,1470.1871683561515
0.3074145901926835,73.42578014942657,-1.9036317152680966,0.6476451867455282,1745.8102225916193
0.3074145901926835,73.42578014942657,-1.6605631174513946,1.8105805324544058,1563.8315853755146
0.3074145901926835,73.42578014942657,-0.49729230286659964,-0.041312877711540796,1578.6344343158446
0.3074145901926835,73.42578014942657,-0.3615232570028022,-0.044264065315424705,1683.6067237930267
0.3074145901926835,73.42578014942657,0.1285214113552624,-1.1758307063825848,2093.15745846746
0.3074145901926835,73.42578014942657,-1.2831842120960657,-0.17684534012352326,1516.6280869085767
0.3074145901926835,73.42578014942657,-1.1849886467232884,-1.4033556680643091,1539.1937024404244
0.3074145901926835,73.42578014942657,-0.9669772151932226,-2.9945396284382904,1542.7846070431312
0.3074145901926835,73.42578014942657,-1.5831630100145715,1.3304808643924257,1555.8457089200976
0.3074145901926835,73.42578014942657,-1.7141726882619623,-0.8527795723914737,1742.7722709064362
0.3074145901926835,73.42578014942657,-0.9534491623029457,-0.5395575747300163,1456.5845499548934
0.3074145901926835,73.42578014942657,-1.5007994320880549,-2.582495422870359,1745.1511243768653
0.3074145901926835,73.42578014942657,-0.5264092116984771,1.18555256702696,1712.0159501293683
