Om,w0,wa,chi2
0.36830678338781453,-0.8105868590531594,-0.48728461011870816,242.6373766151107
0.3012912616270323,-0.991461810338883,-0.48728461011870816,206.8154457140616
0.3852351576588983,-1.2978977105659997,-0.48728461011870816,142.49119250810557
0.3529891794884946,-0.2903899393533331,-0.48728461011870816,2656.0790186420886
0.2323510432541517,-1.1882080245952686,-0.48728461011870816,2959.950400006756
0.408640044003973,-1.0996198015191736,-0.48728461011870816,232.27156788787295
0.3657435140746924,-1.1209517852487423,-0.48728461011870816,72.76698662629191
0.37072843473201256,-0.3817235766385484,-0.48728461011870816,2055.1656543732306
0.239138300211731,-0.5404018919969383,-0.48728461011870816,159.05744944429256
0.30359276125573526,-0.8773963446095516,-0.48728461011870816,43.938610893117556
0.28767517852313806,-0.3294937866457768,-0.48728461011870816,1599.2188707153066
0.3988685714463422,-1.322397405127736,-0.48728461011870816,160.93971143534932
0.34228859769275477,-0.3974217046490045,-0.48728461011870816,1617.4923143838248
0.37806789633078786,-1.3139890547358468,-0.48728461011870816,158.09483384518683
0.30219841344208803,-0.9502153584648018,-0.48728461011870816,133.44782512429512
0.2589633180335772,-1.3210537577786832,-0.48728461011870816,2491.799155431005
0.32443253107978876,-0.281593233059368,-0.48728461011870816,2439.976255887152
0.22627902489745688,-0.3746306712421599,-0.48728461011870816,730.3602087819796
0.3790418080751382,-0.7371802732219676,-0.48728461011870816,478.23198669978245
0.33984845350103476,-1.1408300925947519,-0.48728461011870816,146.65360570950804
0.3651331216936966,-1.0760036262756056,-0.48728461011870816,61.78916166637268
0.28442076730259547,-0.8859614213299896,-0.48728461011870816,164.9409458888692
0.4076551785556025,-1.0254009232512415,-0.48728461011870816,278.40152087577263
0.39213979794106135,-1.357013828014387,-0.48728461011870816,167.34934519121992
0.3691922730913742,-0.6585775150639738,-0.48728461011870816,601.8088813779218
0.2524433152470153,-0.7056884294901904,-0.48728461011870816,117.66375774397326
0.30685977442202866,-0.385717350452097,-0.48728461011870816,1332.4297739978251
0.22227632683406756,-0.8559196798768264,-0.48728461011870816,1099.3510717277954
0.24437347209013138,-1.0012792660145953,-0.48728461011870816,1270.4736483024496
0.35012536432511276,-0.8177902227832782,-0.48728461011870816,118.53073840748569
0.36246800485818526,-1.1662946340073983,-0.48728461011870816,94.51005941023888
0.4070175201634638,-0.6923647369855568,-0.48728461011870816,894.6622335181139
0.2786806453042522,-0.5334229529236441,-0.48728461011870816,310.54423116323767
0.2876075148835956,-1.2116512392795604,-0.48728461011870816,1016.6669377710945
0.3074267359317834,-1.0302375845939598,-0.48728461011870816,220.3633957893562
0.25140984549347895,-0.42587804668978324,-0.48728461011870816,598.2792462064978
0.23949987474371615,-0.8243742004956177,-0.48728461011870816,565.7818028824071
0.30865655892180854,-0.7954388126475205,-0.48728461011870816,10.335133523038294
0.25889744348679866,-0.5858101072341351,-0.48728461011870816,113.68866439868668
0.34747837261312386,-0.7447770272493627,-0.48728461011870816,209.43017011287674
0.300945957451088,-1.3039213791116209,-0.48728461011870816,1004.3444946243936
0.3800512128881893,-0.4961012409434825,-0.48728461011870816,1414.3091373725522
0.35356859407707164,-0.36533948301950736,-0.48728461011870816,1989.243872371635
0.27598890195303005,-1.3218541677029285,-0.48728461011870816,1801.3683705662997
0.3799675339556621,-1.2470843918895158,-0.48728461011870816,121.404078483897
0.3744684451759822,-0.6082864015645933,-0.48728461011870816,830.3573056391837
0.2910112494826567,-0.7155377982268437,-0.48728461011870816,27.476617068835328
