Om,H0,chi2
0.41594847911145794,74.4130783077547,1942.6571771478616
0.34893295735067575,74.36562518179241,1808.686096418412
0.4328768533825418,71.82291152983568,1804.8585311577954
0.400630875212138,70.99271335026025,2006.6838849319251
0.2799927389777952,72.32843398345442,2005.2911911304727
0.45628173972761643,71.59511789871382,1814.582353170897
0.4133852097983358,72.78837877049753,1759.8533628105165
0.418370130455656,75.70616697018208,2335.282881446925
0.28677999593537445,71.71479322894517,2157.2534213470244
0.3512344569793787,72.40380609153391,1821.1148003354285
0.3353168742467815,74.43500795601693,1801.2504738181533
0.44651026716998565,73.35535028872867,1826.835050106341
0.3899302934163982,71.02907709228599,2023.6548840013932
0.42570959205443126,71.61788646522567,1836.1193392156376
0.3498401091657315,75.48568414828505,2023.5471262650508
0.30660501375722066,71.3252613381142,2208.246914568107
0.3720742268034322,73.9849003104676,1793.6836597108181
0.27392072062110034,74.77106461862363,1793.2711977153199
0.42668350379878167,72.13663168804368,1781.0000892144396
0.3874901492246782,74.43482639011252,1882.230202309261
0.41277481741734,71.65891226956997,1845.0234990784322
0.33206246302623893,72.23318774858802,1883.6145632765827
0.4552968742792459,72.3685465288401,1775.2009486234356
0.43978149366470476,75.79161132724018,2464.2352572505943
0.41683396881501766,71.88229785050885,1810.5065720608711
0.3000850109706588,71.455473697587,2189.743252915649
0.3545014701456721,75.43789356182612,2024.115441400911
0.269918022557711,71.61908984352083,2264.474111420217
0.29201516781377485,75.20583597256609,1850.805921206079
0.39776706004875617,74.06171951265252,1840.2660330518531
0.4101097005818287,73.69374386477166,1811.1821645435648
0.4546592158871072,74.56612993215195,2093.794698494779
0.32632234102789565,74.43943116015932,1793.1769450263498
0.33524921060723906,71.36206732151064,2089.0185653418484
0.35506843165542684,75.80676692645251,2130.2143331796783
0.2990515412171224,75.51888500666271,1914.2078285846608
0.2871415704673596,75.29239618872865,1857.6132191558759
0.356298254645452,73.9208820441311,1773.0690269791082
0.3065391392104421,73.42339303108064,1776.655468107287
0.3951200683367673,73.4908292938274,1774.4966830344788
0.3485876531747314,70.88412109556023,2199.6062682411043
0.42769290861183273,73.30678388414628,1794.7970398379355
0.40121028980071505,73.92828421271867,1827.1389054163774
0.32363059767667346,74.1029674182938,1766.6714781993264
0.4276092296793055,72.47013369967563,1765.9071561406015
0.4221101408996256,73.16584812588681,1777.8206205632093
0.3386529452063002,73.99098940773193,1766.7125596026106
0.3188228901863141,72.95096392579498,1801.7113151562344
0.39765637019526034,75.6201123693367,2221.3614313394105
0.28910776612212724,74.33664692367907,1772.6937343747925
0.30113890989528697,70.81580510567352,2434.1911368408128
0.2626297233504664,70.92583378183033,2596.2154500953106
0.41854214490069297,74.26093739176093,1917.2579805514326
0.3941274407186717,72.87266186214657,1756.0990587052527
0.4021903451255323,75.0067911204804,2049.2737557640285
0.41730307560465885,71.67451342185038,1837.2640477909636
0.3529404245079333,70.87857094468052,2185.532170528169
0.37490550859084404,72.74984812498762,1764.5966115893928
0.2891166690257968,74.4897568959563,1778.9326074189933
0.28406328410745996,75.6680750413069,1916.6710110558324
0.39483786175835955,75.22770577117434,2088.085442644861
0.35537651062889175,73.22980943410477,1753.9270412517715
0.374204490696503,74.8735227904009,1940.2804847028121
0.4141570408834704,71.16108866375714,1936.3725724718827
0.38810093340038343,73.67079811234348,1781.6451499111545
0.37187314953186446,75.43092843949141,2073.498505871956
0.372998701549348,72.79136211187276,1763.280407288029
0.3219472890127877,75.60993952273463,1981.9925092201847
0.26732083631385317,71.91286185806459,2174.156437214149
0.34850074724673774,71.33760542208603,2053.7018298286694
0.3040742039641711,73.43324805482757,1778.6501993349316
0.3428629981451925,75.34567073432518,1970.792975271992
0.43183788405389845,72.36583246814278,1768.9914913989592
0.30794516657333343,74.81023797141383,1816.2127686870642
0.2728178177380785,71.65542270382046,2237.8956779331747
0.3174340478046646,74.53728835442377,1795.3132115742999
0.319876020953602,73.59457108135622,1759.3450342893082
0.39354057234564427,71.68452125139092,1868.2107156725845
0.37256369986852095,74.3998726216071,1848.2285620532816
0.41793691122154797,74.3782169417012,1940.117227923401
0.3940199774657428,73.38661252013627,1767.043185428549
0.34243464168827936,71.93677456263244,1919.534370576114
0.42396134633347216,71.47090583564405,1860.7092272049292
0.29455185338180606,75.595711616718,1921.028602143972
0.26569968402703736,74.08849906571484,1787.2756080299805
0.2791668415553936,74.85564379228599,1800.8434899182512
0.4056291395195553,74.29428901967027,1894.5571523951894
0.35353271545054277,74.9568047003805,1910.960688906059
0.29341162520698566,71.62189047316369,2160.8452222256014
0.36136622442093796,73.29418749715428,1752.5204671027611
0.291619689942899,74.14506022693053,1768.1694580224903
0.40042134441581245,71.32638587389515,1926.5585473584326
0.3503885245150714,71.5592211210611,1987.8564507116566
0.33736151461956176,73.9793493456738,1765.4640264545612
0.3214596872298406,75.15296539568817,1885.8577331963124
0.38721378802404294,74.11151726912705,1829.8699880563786
0.33351979151094335,70.99046044169944,2219.272201843943
0.2786872532634855,75.66160095987068,1906.788330187201
0.2847584498243684,71.50697087895028,2237.238814984429
0.45353680231016813,71.9722475421815,1785.4795511051616
0.44287340754178667,75.68427278394269,2434.440178893993
0.40109869616241517,74.66460135768594,1960.7199293594679
0.3143312616921692,75.4923197763116,1938.5449892481367
0.45499254486981,74.84253483845922,2178.6163429005114
0.4169074501934242,74.06810874943507,1877.567728255938
0.4045353072320644,72.2322013687341,1784.3601974210433
0.351029569829023,72.44384358291668,1816.0711462526556
0.3156055817692971,75.54579173964092,1952.7939917333258
0.2804354618309651,75.11256445519729,1827.10665489054
0.4416777487090336,72.6068886166307,1770.2652573761623
0.3523125273669875,72.67577346252259,1788.0026302578008
0.30162994235931134,72.29790832579849,1945.9867954250221
0.32234859423039575,72.44008708754409,1867.1046939657
0.37700118318864445,75.11277370586299,2003.5914845152108
0.29651182598811165,70.8619706573683,2437.5614293982726
0.4324801262187403,72.98969947996669,1777.0141260820485
0.41286117536730726,75.52363476705861,2246.6750737671928
0.4050498605904526,73.5226181503331,1787.1329302182853
0.347575877355286,73.06166532513858,1763.2413678908717
0.3866190375407539,72.371285397917,1784.7770728447863
0.3779768631828124,71.17899952372858,2014.0166597138955
0.39112658971122927,71.93186876455663,1831.9163592318055
0.2780461336282431,71.26172842410342,2362.862394428178
0.3443187498343872,71.4429335229962,2036.4134965962437
0.2694801041726438,71.62701909505041,2263.63156268807
0.35995543324916907,72.31958353484046,1819.895412814076
0.3271295118668223,70.86451977439674,2292.8834857638826
0.2900621071734747,75.56015580238531,1906.4576133866246
0.28183786294477564,71.42853183780393,2279.3799814647773
0.37868618383580765,72.725180736217,1764.1375750131692
0.29527586310764253,75.20707417299296,1855.0110529026929
0.4461812930756247,71.34227622537287,1855.0701952158886
0.37736949734034425,73.22745763318967,1753.7441868610308
0.3305312303072327,75.03335436212605,1880.5128764462768
0.3793403676965486,73.59424949458976,1768.2658368847297
0.26571804360620477,71.86115435153286,2198.4338526206084
0.4528691120485543,74.48698403148197,2065.874899084591
0.35761795678884534,74.21614168875661,1801.7613169612043
0.4177043148503225,72.62036590715368,1761.850639016623
0.277703269384753,71.04091218232594,2457.8116838261376
0.35848893556789735,70.84875982389953,2175.977002890879
0.35929866827116946,74.93640079005492,1919.3032613082014
0.4487225603952618,72.41722318221441,1772.2850748697858
0.37550287987548037,71.49828586744859,1940.4813658009073
0.35585514961165604,73.40219250523397,1752.6764865712703
0.314552402018644,75.41360285304451,1922.7202397665528
0.3274710688687757,70.85184069703105,2296.3661885997817
0.3652917498945728,71.09015407780113,2075.4316260696646
0.3489395614612746,72.89466103734442,1772.6411480145048
0.2654796853763314,74.18926590819439,1784.5553934075679
0.42641565423913685,73.18993866825431,1783.8146352276817
0.4403894237682186,75.29717856674608,2276.179167545918
0.28920708719998744,71.02985915210645,2402.625643875974
0.37196449810807514,72.51014072263779,1784.3745312757653
0.282872417627354,72.56617582136266,1941.120216321585
0.3956052880082276,72.51007250435077,1768.912982009049
0.31740402616806696,73.24786593503602,1777.007770733989
0.3930417963386456,74.76232160039211,1962.2592867155072
0.4065561922576418,72.39884945643315,1771.2737350309517
0.41488676778379663,74.53185240758008,1966.3950278191282
0.2827054585914446,71.54176373081442,2233.9004143719435
0.4443596384277868,73.61306065258881,1858.168920020084
0.30720006757924145,72.68487650274679,1858.07151725361
0.26863978063550126,73.50549038589692,1824.6225369462504
0.37212776327856195,71.34818512628031,1984.7320484771622
0.33534172617275304,75.5767506082236,2007.6230667196182
0.4271152180267479,75.34050695842795,2238.7861492098054
0.4228075638131256,74.9414178958722,2096.5040213912916
0.32458504796480836,75.27335049135932,1914.5179726971057
0.45173714841421425,71.5428757253265,1823.1368653362185
0.319340837028289,73.3280452395174,1770.0514175509397
0.36416869524660817,72.39898216820168,1804.2904392215075
0.31235028751378585,75.24636608093985,1886.8418103520526
0.44836598341005796,71.75662478691639,1802.7273770172253
0.2940788329166689,71.90916315012893,2069.4583065715424
0.2701393932787311,74.24300865619412,1779.8076516740052
0.3481766814008729,71.2539346698574,2079.4807652715413
0.45963238221143266,74.47127225900226,2083.3235430928476
0.43949272265124806,72.15007281598967,1777.4318586647387
0.41087887329165507,74.1141132007548,1873.1995694359719
0.43931576757597024,75.17462530622237,2229.245049167806
0.4398465973398379,73.85749324059401,1889.133556789432
0.36492894147755506,71.87285504084961,1884.228517505174
0.32434307976642385,71.05526400211515,2232.4850163820547
0.41555975582246285,71.03250623289439,1963.2445970801673
0.3934895220338175,71.2534957844891,1957.5764618504636
0.3358888151750073,73.70852593676764,1755.4990657868382
0.28005060301256834,72.55052564462233,1952.848563129222
0.41051519167007045,72.02497126139855,1799.8926608676175
0.3136493725848382,71.90596916340502,2004.9997228811037
0.4485198995070211,75.55234403393456,2406.963905889759
0.30935138440140225,71.40351925387944,2170.1254437549414
0.2857088558825625,72.33350842828234,1985.4124422226316
0.4273798038252465,73.16682268451503,1783.1679756301733
0.2918141327251641,70.81168400479034,2484.323651788486
0.2970109310318131,75.41420231179768,1891.3465544939538
0.38103382770443395,71.30492932821959,1973.6962428441227
0.43606967756775816,74.22178937784993,1952.2370157399366
0.30044420254317994,73.95376376023151,1764.0248842959422
0.3232220039802842,74.85475564994275,1840.138041426686
0.4166382370485008,74.06637502722982,1876.712177200807
0.4555225546124587,74.65637346049897,2123.0165860226475
0.36130550664073374,72.9156794183617,1762.7595431098348
0.2899367699105154,73.25295884717718,1814.0514665167866
0.2639445269419056,74.31774688524116,1783.8602800348986
