Om,w,chi2
0.4095824194223854,-1.4445992421027674,1656.5927250303903
0.2755513759008209,-1.3263738063283004,1781.4013449187244
0.44343916796455296,-0.42448098727738426,1983.1723902798913
0.37894721162374556,-1.8652894555784754,1765.233460513223
0.13767093915505982,-1.821358196667864,3454.874384671112
0.49024894065470237,-1.303407453897481,1678.4988054821742
0.40445588079614125,-1.7292101525044032,1698.6369443973776
0.41442572211078155,-0.904271742973922,1687.391345731693
0.15124545307021836,-1.4229159482948759,2457.5779141329344
0.28015437515822683,-0.6460680567019441,1685.7925934352347
0.2483192096930325,-0.8022231211469533,1639.107357749533
0.4707059955394407,-1.2467091286421625,1670.530686934725
0.35754604803226586,-0.6480329735034582,1739.6314218569264
0.42910464530833203,-1.8386898480295104,1692.4531713550234
0.2773656795309325,-1.070241592647635,1670.7789650558163
0.19089548871391077,-1.0317872531042989,1769.1769666112564
0.32183391480633394,-1.6063662178723244,1805.5779315451132
0.12552690244167014,-1.9206058776155541,3929.7126826718945
0.43105246879703285,-1.1436816600584847,1657.8631778166828
0.35266575964882596,-1.1781167207042387,1648.3688420988096
0.40323509603414953,-0.9542211850392119,1668.6594571391825
0.24181038725194737,-1.6593140145167449,2149.039113539666
0.48827920975796135,-1.7125706211897571,1666.687717892496
0.45724844852887914,-0.43533457703090317,1986.1215153400058
0.4113533988295047,-1.81809840754468,1706.504756899103
0.17785548314078703,-0.40094626236590014,1794.7952066283178
0.28668840149081365,-0.8480371613561273,1640.2120162665976
0.11752150631489151,-0.9930844187035781,1915.4811351680155
0.16171579682701914,-1.4563464072224361,2432.682271764718
0.37321958129698185,-0.6115150353836996,1773.7531816524051
0.39790486236312683,-0.5439014203356658,1841.5048408527364
0.48700389297368407,-0.8449856000099154,1772.7035783809463
0.2303301432552608,-0.8641782733157264,1647.4793498683605
0.24818388241394757,-1.2109525874536753,1774.8114423920597
0.2878223245103232,-1.875464215423103,2068.3770516623367
0.1757885436337143,-0.40155352952864365,1792.7522448550446
0.15196860213418867,-1.975111390035185,3539.2325744228624
0.2902819704903735,-1.2073641609829229,1702.677564034334
0.19076373962035365,-1.4125850996994243,2172.5336105262504
0.36792559787300416,-0.7581882260956432,1698.3022173007023
0.2748607675489323,-0.8227514179062192,1640.2612918295206
0.433071278423135,-0.995120468047378,1680.4253009521944
0.3801060408008997,-1.8804183318042034,1766.8650987892902
0.22494665655281643,-1.6210408836144363,2210.815307547532
0.43290392055808047,-1.8493465122697537,1690.815532812736
0.42190574299872075,-0.43363782125447625,1955.083127294617
