Om,H0,w,chi2
0.464373629133578,73.43742985304021,-0.6109576905519161,1627.7007213642642
0.2633270638512314,73.43742985304021,-0.3574810765350891,1668.1429463799623
0.5151587519468295,73.43742985304021,-0.8421384440677061,1578.2415406402442
0.4184208174356183,73.43742985304021,-0.9542809120605174,1480.2180197724776
0.05650640873258972,73.43742985304021,-0.3757399078446795,1546.6171033883602
0.5853734109820535,73.43742985304021,-1.072861234937285,1585.043467524045
0.45668382119421175,73.43742985304021,-0.5014868863538513,1683.0854655614976
0.47163858316617224,73.43742985304021,-1.7138458232883076,1471.478420940697
0.07686817960532752,73.43742985304021,-1.7979360888698845,3810.248383955395
0.2702315627373403,73.43742985304021,-0.9547320166330291,1458.03348773265
0.22247881453954874,73.43742985304021,-1.6822209698937918,2000.3029320215508
0.5560589933091611,73.43742985304021,-0.2375311784750982,1944.257219890111
0.3863190720483987,73.43742985304021,-1.791198121536322,1549.4522886582824
0.493656967962498,73.43742985304021,-0.6509605816021657,1632.6041290415872
0.26604851929639867,73.43742985304021,-1.410584486742047,1631.9051211714436
0.13634323307086613,73.43742985304021,-0.25191679156471003,1724.1516163359627
0.3327508722095009,73.43742985304021,-1.1895333589953663,1468.348432332436
0.038290353662505196,73.43742985304021,-1.7563465179778157,4612.804584999463
0.4965787031955492,73.43742985304021,-1.7569027753459476,1471.397813115861
0.3789986394732389,73.43742985304021,-0.9146026052404983,1468.8524222717672
0.4548526440512243,73.43742985304021,-0.2212608335499502,1909.9819003834186
0.212715580877921,73.43742985304021,-0.23236234392684896,1785.1718598651485
0.5824188146369419,73.43742985304021,-1.2603632443371748,1548.5604268903348
0.5358726727933186,73.43742985304021,-1.027674161297765,1547.6831380592755
0.4670300982442571,73.43742985304021,-1.6392707107234943,1467.9366057208497
0.11678322471118054,73.43742985304021,-0.9645170304132293,1622.9364048002112
0.2800326022362205,73.43742985304021,-0.8404774415227629,1452.7343522498613
0.026282259472337265,73.43742985304021,-1.3983013350218862,3270.4663285539864
0.09257369524052869,73.43742985304021,-0.820616902535722,1536.844389607555
0.40982937194547275,73.43742985304021,-0.3604915972859939,1753.6074371681327
0.4468572935446903,73.43742985304021,-1.7984714665224313,1488.613619209854
0.580505839460526,73.43742985304021,-1.4337059611072889,1525.273524632605
0.19549521488289115,73.43742985304021,-1.464128698681699,1906.3592083227668
0.22227582362092133,73.43742985304021,-1.6017820751458767,1923.2194847734597
0.28173348676548476,73.43742985304021,-1.534238059620637,1663.1336176598709
0.1136828154505714,73.43742985304021,-0.7985399274153797,1501.0195015606328
0.07795290320128298,73.43742985304021,-1.6356889757589719,3268.2847648262928
0.28542295573556026,73.43742985304021,-0.6183494255668454,1505.1663194901455
0.13614560943053047,73.43742985304021,-0.3807638551065866,1578.5036287507714
0.4018883968095062,73.43742985304021,-0.3174596413146096,1787.2001142406855
0.2622911513233984,73.43742985304021,-0.7437186970884786,1459.9202195097382
0.49960691763470244,73.43742985304021,-1.4841657429862143,1470.2783202322964
0.42015906120134944,73.43742985304021,-1.6635254791361473,1488.670497825817
0.18741998482922465,73.43742985304021,-1.4287600739088007,1903.717386663945
0.4993558808371206,73.43742985304021,-0.2608685027439319,1894.4106643896696
0.4828586144980811,73.43742985304021,-0.26024767719886044,1886.146987590641
0.23248702741810467,73.43742985304021,-1.1889297857306527,1572.9361324916429
0.17299686235814646,73.43742985304021,-1.2787335342439192,1796.600427988669
0.4094973023849853,73.43742985304021,-0.9839830683854954,1471.215645339561
0.08385149016558588,73.43742985304021,-1.333299053652159,2378.950551452926
0.11994492148506498,73.43742985304021,-0.2325400773510986,1743.9948127048706
0.004417361850603307,73.43742985304021,-1.4460457759606762,3996.5815175480375
0.47215462650128304,73.43742985304021,-1.2093717085075704,1474.0818615863031
0.39891051395521926,73.43742985304021,-1.1130065988797146,1456.1024512847882
0.42309922717580106,73.43742985304021,-1.5998975630701406,1478.6315145814992
0.4684374186131807,73.43742985304021,-1.1874802771677921,1474.335333451344
0.275349465323004,73.43742985304021,-0.4292308478368425,1612.3409794113668
0.34124471757173624,73.43742985304021,-1.5754223976691866,1557.8298901300996
0.08387819887659446,73.43742985304021,-0.8655648786781004,1587.9511666041499
0.06871804412158407,73.43742985304021,-1.149380579103973,2075.034531193073
0.40104177707428296,73.43742985304021,-1.5271412382120724,1481.8005269664313
0.2826577236858795,73.43742985304021,-1.7802621368812708,1807.7374961818293
0.3391416638887133,73.43742985304021,-1.3626507144161597,1499.166797865786
0.45899931444961534,73.43742985304021,-1.701073662883197,1473.6499563738985
0.3808309920003545,73.43742985304021,-1.1971704459252237,1455.3582301485383
0.3321476403947975,73.43742985304021,-0.5036642308810468,1594.0804513434439
0.3355242964472481,73.43742985304021,-0.6485035825958201,1519.6786817541633
0.18237005883756732,73.43742985304021,-0.28418606127717294,1704.511484740482
0.018490700740763644,73.43742985304021,-1.1167753322606893,2340.89063505088
0.2620304335394174,73.43742985304021,-0.6675177622530355,1477.1843029231961
0.1287508036917175,73.43742985304021,-0.7354532446367676,1466.9691021854453
0.24511718623478168,73.43742985304021,-1.4527259149467846,1713.5142626234974
0.5120418439608997,73.43742985304021,-1.3142679916277464,1486.1170833402857
0.14036369151920444,73.43742985304021,-0.9522727465635835,1569.6882284478568
0.03498164501343961,73.43742985304021,-0.525348289590525,1462.2953616539696
