Om,Ode,H0,chi2
0.6191648388447707,0.8917817320860629,73.46034923581617,1491.8501294447922
0.35110275180164185,1.081889192598683,73.46034923581617,1565.0964153771072
0.686878335929106,0.7183961669492204,73.46034923581617,1555.8743971336537
0.5578944232474912,0.6342893159546119,73.46034923581617,1513.3751829394373
0.07534187831011963,1.0681950691164903,73.46034923581617,2005.9729963592888
0.7804978813094048,0.5453540737970362,73.46034923581617,1680.1797338322103
0.6089117615922824,0.9738848352346114,73.46034923581617,1485.5066149709621
0.6288514442215631,0.06461563253376927,73.46034923581617,1804.036629629559
0.10249090614043671,0.001547933347586561,73.46034923581617,1525.3721091161642
0.3603087503164537,0.6339509875252282,73.46034923581617,1454.7879103452215
0.296638419386065,0.08833427257965627,73.46034923581617,1571.6324035122532
0.7414119910788814,1.1718516161436763,73.46034923581617,1525.5723962452946
0.5150920960645317,0.006601408847758527,73.46034923581617,1748.116415213217
0.658209290616664,0.8617795637983756,73.46034923581617,1509.927811159246
0.3547313590618649,0.2920616349434648,73.46034923581617,1523.9737283233649
0.18179097742782152,1.1610624063264674,73.46034923581617,1886.482102536637
0.4436678296126679,0.4578499807534753,73.46034923581617,1510.9996978471336
0.05105380488334026,0.03274011151663818,73.46034923581617,1505.0150500300094
0.6621049375940657,0.032322918490539275,73.46034923581617,1849.5755560298514
0.5053315192976519,0.6640480460696263,73.46034923581617,1485.5994160791035
0.6064701920682991,1.1840543748375374,73.46034923581617,1515.5659575228317
0.2836207745038947,1.1757282420548631,73.46034923581617,1719.1807081766071
0.7765584195159226,0.4047275667471189,73.46034923581617,1742.2967979370508
0.7144968970577582,0.5792443790266764,73.46034923581617,1619.829689491177
0.6227067976590095,0.12054696695737932,73.46034923581617,1768.410981879772
0.15571096628157408,0.626612227190078,73.46034923581617,1482.411265099477
0.37337680298162734,0.7196419188579277,73.46034923581617,1453.467540357166
0.03504301262978302,0.30127399873358524,73.46034923581617,1476.2581721745041
0.12343159365403827,0.7345373230982085,73.46034923581617,1544.8172359097864
0.5464391625939637,1.0796313020355046,73.46034923581617,1492.096315822699
0.5958097247262537,0.0011464001081766372,73.46034923581617,1813.3937469366826
0.7740077859473681,0.2747205291695334,73.46034923581617,1807.1844617034162
0.2606602865105216,0.25190347598872576,73.46034923581617,1500.4849681450235
0.2963677648278951,0.14866344364059242,73.46034923581617,1548.1964143946798
0.37564464902064637,0.19932145528452225,73.46034923581617,1567.5598081260603
0.15157708726742858,0.7510950544384651,73.46034923581617,1530.419936994462
0.10393720426837733,0.12323326818077115,73.46034923581617,1493.3666074025268
0.38056394098074703,0.886237930824866,73.46034923581617,1471.003342446069
0.1815274792407073,1.06442710867006,73.46034923581617,1750.4604110256857
0.5358511957460083,1.1119052690140427,73.46034923581617,1501.709915809508
0.34972153509786463,0.792210977183641,73.46034923581617,1459.6835666594445
0.66614255684627,0.2368756927603392,73.46034923581617,1740.6586577739529
0.5602120816017994,0.10235589064788946,73.46034923581617,1730.570841303874
0.24989331310563287,0.27842994456839953,73.46034923581617,1490.1702138441842
0.6658078411161609,1.154348622942051,73.46034923581617,1509.9193584566
0.6438114859974415,1.1548142421008545,73.46034923581617,1508.1166444716039
0.30998270322413957,0.4583026607020104,73.46034923581617,1467.1798691642489
0.2306624831441953,0.3909498493170607,73.46034923581617,1463.8648111948112
0.5459964031799804,0.6120126987108784,73.46034923581617,1513.717329783111
0.11180198688744786,0.3500257097608808,73.46034923581617,1464.3474214745393
0.15992656198008667,1.175594941986676,73.46034923581617,1965.9633847879606
0.00588981580080441,0.2654656680294929,73.46034923581617,1481.8202647531443
0.6295395020017107,0.44297121861932226,73.46034923581617,1618.2407664319123
0.5318806852736258,0.5152450508402139,73.46034923581617,1534.8812719683983
0.5641323029010681,0.15007682769739458,73.46034923581617,1708.779939135316
0.6245832248175743,0.4593897921241558,73.46034923581617,1608.3426562517898
0.36713262043067196,1.028076864122368,73.46034923581617,1524.6541840229927
0.454992956762315,0.16843320174811013,73.46034923581617,1626.1536608297533
0.11183759850212596,0.7008263409914247,73.46034923581617,1537.2055589359522
0.09162405882877876,0.4879645656720201,73.46034923581617,1479.058807099727
0.5347223694323774,0.20464407134094567,73.46034923581617,1661.2239278160628
0.37687696491450606,0.014803397339046986,73.46034923581617,1649.2802581425804
0.4521888851849511,0.32801196418788026,73.46034923581617,1558.3023440813618
0.6119990859328205,0.07419475283760231,73.46034923581617,1785.3258597926697
0.5077746560004727,0.4521221655560822,73.46034923581617,1543.202064582658
0.44286352052639666,0.9722518268392147,73.46034923581617,1478.9741292506674
0.44736572859633084,0.8636223130531349,73.46034923581617,1461.7110905430513
0.24316007845008977,1.1368604540421203,73.46034923581617,1735.2303509159724
0.024654267654351525,0.5124185008044829,73.46034923581617,1522.6056296768813
0.3493739113858899,0.8493616783102232,73.46034923581617,1469.7317018671704
0.17166773825562337,0.7984100665224243,73.46034923581617,1538.6398267902089
0.32682291497970895,0.26045556378991147,73.46034923581617,1522.4951399303443
0.682722458614533,0.3642990062791902,73.46034923581617,1690.144383516618
0.1871515886922726,0.6357954400773124,73.46034923581617,1472.0224512599682
0.04664219335125282,0.9559887828071062,73.46034923581617,1886.9635153006254
0.22510711361759725,0.5541752813555191,73.46034923581617,1454.287966214197
0.2348750062133469,0.2732898434106327,73.46034923581617,1487.3222397235684
0.529533211781516,1.1921588283364437,73.46034923581617,1533.2505131579896
0.4456257218730227,0.13869456762440216,73.46034923581617,1633.9092431786753
0.6271185672851308,1.1470666889895933,73.46034923581617,1505.754424080114
