Om,w,H0,chi2
0.4756758267057798,-0.6981790333321791,67.81587772788976,2385.654617278141
0.29138314186362874,-0.7219055963133241,67.81587772788976,221.29237319896725
0.5222288559512603,-1.9932624222916895,67.81587772788976,1021.1851891716599
0.4335524159826501,-2.408361512079407,67.81587772788976,554.4428330455322
0.10179754133820723,-1.7405011954823268,67.81587772788976,42045.110531162834
0.5865922934002158,-2.107159237852623,67.81587772788976,1893.2193969562525
0.4686268360946941,-1.5105288019607648,67.81587772788976,623.392696439584
0.4823353679023245,-0.05163470211848953,67.81587772788976,9205.700545131214
0.12046249797155023,-2.047321572736948,67.81587772788976,41271.77876386523
0.2977122658425619,-1.7028151414425776,67.81587772788976,1945.3167770908722
0.2539389133279197,-0.6872142092010691,67.81587772788976,126.51393203183363
0.559720743866731,-1.227043042845196,67.81587772788976,2186.6174647742623
0.4041258160443654,-2.3901796410665375,67.81587772788976,745.5895804719398
0.5025188872989564,-2.095774954596696,67.81587772788976,783.1241680630551
0.2938778093550321,-0.16187611306701033,67.81587772788976,6279.908111619308
0.1749812969816273,-2.2420875181524287,67.81587772788976,21725.912421683584
0.3550216328587091,-0.9122680319757357,67.81587772788976,231.4375408764459
0.08509949085729643,-0.5191858778977212,67.81587772788976,478.88779933238817
0.5051971445959201,-1.8364023431876904,67.81587772788976,873.1297086109176
0.3974154195171356,-0.6873049921532748,67.81587772788976,1397.2950911013993
0.46694825704695553,-2.0752620524245495,67.81587772788976,511.17388253060255
0.2449892824714276,-1.7881243129155242,67.81587772788976,5394.576641047922
0.5838839134171968,-1.7204449227894814,67.81587772788976,2058.0264696437685
0.5412166167272087,-0.008912523589441168,67.81587772788976,10035.560801693387
0.478110923390569,-1.9635692619551068,67.81587772788976,585.8652125838112
0.15705128931858214,-2.1769813384160375,67.81587772788976,26679.933432844617
0.30669655204986873,-0.18577140629647415,67.81587772788976,5872.736854191632
0.07409207118297582,-2.095173265449118,67.81587772788976,91762.96487691787
0.13485922063715128,-0.30180020092648663,67.81587772788976,2290.430991558567
0.42567692428334997,-0.8738584308832751,67.81587772788976,1034.0720194470225
0.4596191857492994,-1.057846254823703,67.81587772788976,1020.8463581385541
0.5821303528388155,-0.6216532211335579,67.81587772788976,4290.959458495948
0.22920394697598356,-0.6850026071298747,67.81587772788976,79.85601504914564
0.2537528383191779,-2.2236845264542158,67.81587772788976,7215.710245115462
0.3082556962016943,-0.001334723983277275,67.81587772788976,10155.919747650585
0.15420924749635712,-0.14527568387817835,67.81587772788976,5890.386297011528
0.1214568279345094,-0.2585200928452096,67.81587772788976,2991.858417557009
0.3116377094242635,-0.944277165143983,67.81587772788976,13.198279493523483
0.17480014197798627,-1.1930216716692146,67.81587772788976,5667.387147442178
0.41839769707538066,-1.1593035402958294,67.81587772788976,411.8298151078313
0.2904335553797819,-2.462657639429419,67.81587772788976,5000.918088377877
0.5079730078318105,-1.2513262451363927,67.81587772788976,1357.2334347069714
0.43514580610123693,-0.9405760808502004,67.81587772788976,970.3927916317501
0.2218016527601226,-0.8532344780626289,67.81587772788976,377.70550235601206
0.5077428907673606,-1.6696513373717177,67.81587772788976,976.2145495978837
0.492620396623241,-1.3217941242661264,67.81587772788976,1058.5689813220508
0.2631131084665959,-0.909223483343564,67.81587772788976,113.78975412540966
0.20858045716163426,-1.4292362243120458,67.81587772788976,5525.7775972695545
0.42537252718623647,-0.09466200254118728,67.81587772788976,8246.692113755727
0.1268638659851204,-0.7363947253699994,67.81587772788976,1812.99414050743
0.15994951136130958,-2.4968156343727737,67.81587772788976,30772.023844817762
0.05404924836305303,-2.4418012962943676,67.81587772788976,172690.09173565547
0.48280840762617605,-0.7742494913290641,67.81587772788976,2155.4526353243027
0.4156679711256176,-1.4683872561362432,67.81587772788976,241.05745506658957
0.43784095824448427,-0.4013226269693342,67.81587772788976,3983.5779942438876
0.4794009670620823,-2.067461476284345,67.81587772788976,589.8287781016837
0.3024036765460869,-2.4654327148692703,67.81587772788976,4185.2064024501
0.3628076577740915,-1.5297941247157194,67.81587772788976,294.69524335559896
0.1268883489702116,-0.6598397392313777,67.81587772788976,913.5878365118934
0.11299154044478539,-0.07068066655607863,67.81587772788976,7876.39241066678
0.41762162898475935,-0.29086530162236146,67.81587772788976,5045.744160250728
0.30910291337872287,-1.2898134701571529,67.81587772788976,445.97503350132644
0.3608798585646538,-0.4679567920090837,67.81587772788976,2447.638900038802
0.470749371578814,-2.3241738553309648,67.81587772788976,555.1328204466465
0.3990950760003249,-1.0693191310377916,67.81587772788976,346.9918365462234
0.35446867036189766,-0.1892539674638245,67.81587772788976,6121.883970240943
