Om,w,chi2
0.37643769408110966,-0.742133885010571,1693.234988603092
0.24240665055954524,-0.4037244823602557,1794.3129876424086
0.4102944426232773,-1.0233967496128296,1658.1673821655659
0.3458024862824699,-1.2754776587174197,1687.1006522792784
0.10452621381378413,-0.5258002149800588,1657.9378576122513
0.4571042153134267,-0.5990775586920086,1812.4392381214388
0.37131115545486554,-0.7559635729897869,1686.2884765926246
0.3812809967695059,-0.4861124889347679,1821.3169975792994
0.11810072772894267,-0.461370846015848,1688.7076217084636
0.24700964981695117,-0.7135519106458067,1650.649206629274
0.21517448435175682,-0.33552742681004355,1845.1723255378045
0.43756127019816504,-0.5817432710466532,1805.718318473926
0.32440132269099015,-0.6245798425013518,1705.4801078008388
0.3959599199670563,-0.9400334261053351,1661.66572636089
0.24422095418965678,-1.2991966400639727,1868.0000086067284
0.15775076337263508,-1.0605125447698025,1894.518520283204
0.2886891894650583,-0.5375347118493506,1727.203284150633
0.09238217710039445,-0.5915839642268064,1650.6843110496943
0.3979077434557572,-0.9704330738338863,1658.9154443959485
0.31952103430755024,-0.6758722441255417,1683.6719492371294
0.37009037069287387,-1.1061677391908433,1652.0392996141632
0.20866566191067168,-1.0378274993949366,1763.422332986002
0.45513448441668564,-0.3540471247614839,1978.7592063371249
0.4241037231876034,-0.888274645728386,1684.059313674336
0.37820867348822906,-1.0564676243651259,1650.4163800596
0.14471075779951137,-0.814346971824989,1705.1449006839005
0.253543676149538,-0.9144393388766143,1663.8228080974916
0.08437678097361583,-0.5719261813148748,1650.3508667542665
0.12857107148574345,-0.3393391121730994,1794.1684716317043
0.3400748559557062,-0.7097177942062887,1683.3061977898826
0.36476013702185117,-0.7103080317270655,1696.586938847835
0.45385916763240836,-0.9366213599404974,1692.5344595219515
0.1971854179139851,-0.7368242866886852,1650.5705568210456
0.21503915707267188,-0.9821263522768423,1721.3549602732267
0.25467759916904753,-1.3003631443516386,1841.740826258589
0.1426438182924386,-0.43535904578549545,1715.6937557961687
0.11882387679291298,-0.8720111331422753,1784.548772018074
0.25713724514909786,-0.8093667336099838,1648.2272344724092
0.15761901427907798,-1.2179543032380522,2090.801294351192
0.33478087253172845,-0.4643447052585885,1804.195721310246
0.24171604220765663,-1.1311181482863901,1764.6850897960226
0.3999265530818593,-0.8908340598796646,1670.738919436748
0.346961315459624,-0.46118967160009916,1814.8407317511835
0.19180193121154077,-0.843672278450461,1679.5844166244394
0.39975919521680475,-0.3703028831975168,1926.1051067069843
0.3887610176574451,-1.0921409152432908,1651.121772744787
0.2218466262707941,-0.5862223887092092,1672.1721106409868
0.18218651623082197,-0.32345669510225306,1840.2763155630341
0.33985347624871454,-0.7518415814436696,1671.7340713507008
0.12275626810244825,-0.6092713200199876,1649.5362550196544
0.14681855564876767,-0.9082285590629721,1769.8008335451316
0.06980018255912653,-0.5501178789385116,1650.719149383608
0.3816250256595797,-0.3925811621402514,1894.0410868714416
0.3327956172955372,-0.5983996516134513,1722.2195961348796
0.34892142610925836,-0.3655265072830013,1896.3720871986075
0.3791468870675115,-0.7128025666716709,1704.3884911083223
0.2504215848740603,-0.7243177782130176,1650.0477886084
0.2943517530398818,-0.9968278305548252,1661.3742588910973
0.1227740739097873,-0.5918277275001946,1649.9011104732635
0.1126673040731137,-0.41950269690782516,1713.580025474393
0.334216459374913,-0.6551389925350493,1698.7878673605821
0.25529375711597735,-1.0684159980653976,1713.812089232006
0.2929497172511999,-0.757346103942294,1654.2843932043584
0.37285481762513456,-0.5455178017125655,1777.2706074424377
0.32074260265896065,-0.3620919037912277,1881.4184373676385
0.28828703492192265,-1.1448591691434267,1705.9364625253356
0.29053813895688974,-1.17395812769742,1713.819260733983
0.18843531388376922,-0.8885116884310745,1702.4614203418623
0.07918240848590008,-1.1758440492013698,2461.3898076437895
0.24154223035166927,-0.3210263061588621,1876.2421080329077
0.152689143786536,-0.8771508513814213,1736.9952235721353
0.2302667321485788,-0.7678446995960756,1648.5776966579258
0.4082165039659908,-1.074367437371209,1654.33155850218
0.16043106900486062,-0.8523290951270512,1711.5297804456047
0.09017637133435072,-0.3167612838027607,1800.3104119377688
0.17940883146752296,-0.812768067297011,1676.1491826205643
0.18429277776539776,-1.2926312928594943,2069.5007433026535
0.33162188054948233,-1.05892768841335,1656.341636157642
0.28966813559523563,-0.3230003881854764,1902.2360084380311
0.38041455830128973,-0.312387705253248,1968.912479770498
0.33258069078967933,-1.0909621288922748,1660.2751894739417
0.22941001923475254,-0.6861911308201271,1651.0515491658568
0.3924634285251382,-1.224546888158566,1656.2399052156618
0.1336444426218059,-0.7240135762193514,1669.4496726140126
0.0759401039122685,-1.175534517177543,2484.4539102509
0.10287441896898103,-0.48279369502132263,1672.6139522690482
0.3557990148973044,-0.36188023106173606,1904.3186294590191
0.25160616675927927,-1.1284684106144978,1747.149497458859
0.13136398627216506,-0.8387430500691565,1736.8156858842672
0.2672731847000698,-1.1994122201893465,1757.9347850714557
0.12778011574399167,-0.9623152115910055,1862.1614272826978
0.34538342468981875,-1.236357463903454,1678.9757232157922
0.2453177848883366,-1.0369086906465534,1711.7199661709858
0.21926376509731732,-0.31123155157467897,1874.8337732212822
0.18746011031787493,-1.2568519513425787,2015.174514463385
0.3189683119062797,-0.44248688904530986,1810.165566739972
