Om,H0_rd,chi2
0.3547912097111927,9605.541091210165,72.24351263311253
0.2877756879504105,9587.68339661266,599.6059586521905
0.3717195839822765,10302.013737060695,619.3298177653608
0.3394736058118728,9866.422779342383,31.382421320426623
0.21883546957752992,10139.918931615517,809.7167993714461
0.3951244703273512,9585.998353322268,116.00103890735919
0.3522279403980706,9377.424744473452,257.84130856064326
0.3572128610553908,10074.276958910417,206.03289109378454
0.22562272653510917,9700.601238109655,1785.5695948099658
0.29007718757911344,9939.691543267547,109.55531224950411
0.27415960484651625,9985.254958548909,187.89354118605317
0.3853529977697204,9075.53154743996,439.5219518415146
0.32877302401613295,9864.38154214024,26.078920494379144
0.36455232265416604,10250.662189667353,465.9998044662739
0.28868283976546627,9904.505592518553,147.21179725586214
0.24544774435695538,9717.640936580496,1142.1447641293462
0.310916957403167,10240.451735840212,57.59373018831932
0.21276345122083506,9776.332747509703,1994.8565480840252
0.36552623439851645,9510.103499684765,96.76151878424066
0.32633287982441295,9239.231454726994,762.9573512898622
0.3516175480170748,9467.024678316118,169.18699657788468
0.2709051936259737,9502.91401557355,1114.6307029406173
0.3941396048789807,9596.703454435674,115.76142931977225
0.37862422426443954,9445.783878998598,107.18100338171362
0.3556766994147524,10096.629329093692,214.69738047392246
0.23892774157039354,9335.64950604331,2723.8824399652585
0.29334420074540685,10082.908209198957,24.31217593086045
0.20876075315744577,9318.097676052692,4330.715319918405
0.23085789841350957,10444.741797565803,199.61913285525793
0.33660979064849095,9781.884786928773,37.375078106811046
0.34895243118156344,9602.78400418183,84.18849590269734
0.393501946486842,9600.737803281012,114.80229387088035
0.2651650716276304,9811.891953092645,533.0689903655626
0.2740919412069738,10057.00196958008,125.9915143053757
0.2939111622551616,9391.835752416335,933.3675273199682
0.23789427181685716,10122.020878124591,465.15091661896304
0.22598430106709433,9414.847545563318,2918.3202041835825
0.2951409852451868,10063.847432207218,25.497269255075995
0.24538186981017684,9078.587525199096,3742.4630851528877
0.33396279893650205,9746.28342268082,51.44485100515593
0.28743038377446617,9319.667077817716,1267.5195439433646
0.3665356392115675,10176.674260022131,390.7898900197546
0.3400530204004498,9076.016724869301,954.865508281128
0.26247332827640824,9715.802603449896,768.8181304739562
0.36645196027904026,10415.693867139418,737.382537664206
0.3609528714993604,9797.03222986183,66.4075399370467
0.2774956758060349,9460.664107538762,1084.0550734270826
0.2576656207860488,10223.870913036822,124.34280525218244
0.3364991007949951,10078.392389890927,86.66863560030882
0.22795049672186196,9001.597602600905,5173.720544911665
0.2399816404950217,9045.339609120849,4207.818426627528
0.2014724539502011,9208.663230398422,5505.115284646415
0.3573848755004277,9539.80762317004,97.84638580814813
0.33297017131840645,9394.62794186574,386.73628867718924
0.34103307572526703,9103.019520370859,870.9816143568747
0.3561458062043936,9580.366791288845,80.5521672161649
0.291783155107668,9154.936568656738,1706.5297091512707
0.31374823919057876,10056.202968243073,14.596056777896914
0.2279593996255315,9906.186021704129,1107.4976983834356
0.2229060147071947,9578.895648961312,2338.638654436765
0.33368059235809433,9459.638351091216,288.5901191670867
0.2942192412286265,9376.05296964185,967.9349148890418
0.3130472212962378,9183.465322639917,1131.6629462977269
0.35299977148320516,9476.39392539521,155.09195095305378
0.3269436640001182,9106.698761315824,1091.832111539481
0.3107158801315992,9724.659950113915,159.9058816239548
0.3118414321490827,10436.333066914794,197.85437438962202
0.26079001961252246,10222.94394688672,103.00222148580798
0.2061635669135879,10415.519049048296,606.9852166700151
0.2873434778464725,9406.543086353902,1023.1710013798493
0.24291693456390584,9626.350634152059,1475.1885584613933
0.2817057287449273,10095.623162291806,58.11513524163156
0.3706806146536332,9500.668725591739,93.59065096261759
0.24678789717306815,9193.49568421626,3069.4659726304644
0.21166054833781323,9768.046068792046,2067.914389550701
0.25627677840439933,10436.878549797339,42.580404456336616
0.25871875155333673,10152.831086145137,170.49496415147172
0.332383302945379,9446.181774514698,317.08957821116167
0.31140643046825567,9444.307768641878,542.585099541604
0.35677964182128274,9051.06183717445,776.7980993711004
0.3328627080654775,10025.752675561693,48.94224774595814
0.28127737228801414,9055.365685045848,2418.36691544028
0.36280407693320693,9739.915529322181,59.6712065947563
0.23339458398154078,10293.973476316962,309.00211313853
0.2045424146267721,9932.520079924352,1781.1572751346066
0.21800957215512837,9874.157584272865,1489.4059715869366
0.34447187011929004,9201.294763850687,605.4660037288538
0.2923754460502775,9148.36323621111,1714.7829935429254
0.23225435580672038,9770.309145405909,1354.810191735233
0.30020895502067274,10446.75182442369,128.3814892569312
0.2304624205426337,9498.448373887373,2362.489427583454
0.33926407501554723,9644.889254360196,86.93810437494827
0.2892312551148062,9521.637408146553,712.0072716936766
0.27620424521929654,9401.750898064794,1281.9178367269283
0.2603024178295753,9259.731661634294,2247.8604334740103
0.3260565186237777,9881.173911390477,24.602278470415055
0.27236252211067813,9050.645271012547,2751.0511199775056
0.2175299838632202,9721.463399493901,2007.4558031284448
0.22360118042410307,9548.416823868336,2434.366285527437
0.3923795329099029,9283.575151605815,172.4893978415382
0.38171613814152144,9826.701591335472,171.09057623396177
0.3399414267621499,9638.981114091443,88.31727859363839
0.25317399229190396,9035.94851525126,3615.8014926261853
0.3938352754695448,9887.750428502066,304.43974563818324
0.35575018079315895,9444.655167494751,170.1731377433797
0.3433780378317991,9861.44292668866,36.97976686049066
0.2898723004287578,10215.398609221367,11.070549072756956
0.2544483123690318,9097.98603306688,3226.077956516367
0.21927819243069988,9897.991789186157,1379.8778980092497
0.38052047930876837,9352.303237894792,155.29996254475915
0.29115525796672226,9630.930003842443,472.72216047597436
0.24047267295904606,9217.950378466045,3224.0656407604874
0.2611913248301305,10190.38295458059,121.45536896614743
0.3158439137883792,9069.391320233051,1426.1600623566794
0.23535455658784635,9323.704357823932,2931.2557090473224
0.3713228568184751,10014.952411173497,255.520036701048
0.35170390596704204,10022.485795691966,131.53573101386195
0.34389259119018734,10237.560606223768,258.1261640468403
0.2864186079550208,10342.873702079625,24.191138720970976
0.32546176814048866,9362.007923135152,521.5829476844939
0.31681959378254715,10394.481051609742,196.97350207453354
0.32996932031096404,10233.683971138344,152.7521749230689
0.21688886422797782,10028.749010326694,1105.7337441823227
0.2831614804341219,9274.896672893285,1512.3131715822426
0.2083228347723785,10094.1282420544,1192.334912098202
0.2987981638489038,10163.553575906699,10.804554011914286
0.2659722424665571,10059.26523633074,189.8998832280835
0.22890483777320939,9317.789086467588,3253.6162436636946
0.22068059354451033,9692.509498626274,1992.482279768604
0.31752891443554243,9931.703615490436,21.616178530959306
0.23411859370737723,9152.429276717845,3882.667810229157
0.3850240236753595,10036.32509641794,393.43344903312277
0.316212227940079,9099.658929884918,1320.6079380545966
0.2693739609069674,9697.845893633747,679.9104332560617
0.3181830982962834,9830.620350593052,52.50008407121482
0.20456077420593952,10075.086776317634,1359.5169646580107
0.39171184264828907,10484.247997773491,1223.762346099261
0.29646068738858006,9714.246185868324,287.0430319826497
0.3565470454500573,9669.3648801044,53.44614641585365
0.21654599998448773,9534.840682218719,2800.2309893155716
0.29733166616763207,9982.938013153094,48.99077599750182
0.2981413988709042,10165.782150659055,10.648649552842418
0.3875652909949966,10212.90724550298,666.236806901054
0.3143456104752151,9103.600668168368,1347.3258993780596
0.29469788021139076,9265.16771578286,1269.6407488371851
0.25339513261837876,9916.28662546024,541.228307120942
0.26631379946851047,9610.385782885625,935.4641641516454
0.3041344804943076,10032.904207880412,17.022278736953133
0.28778229206100936,10036.814305990625,60.68359032308991
0.2043224159760661,9902.322669768331,1888.8933759649854
0.3652583848388716,9059.570980945487,655.8216169384689
0.3792321543679534,9883.357877376575,197.1080292096742
0.22804981779972217,10085.75695443456,710.0325844016286
0.3108072287078099,9390.808362703421,656.6745239256231
0.2217151482270887,9474.48242639081,2836.6749935038383
0.33444801860796236,10375.34052125598,324.5424931752581
0.2562467567678017,9378.274743791675,1915.1671532115283
0.33188452693838033,10255.415670066497,183.44140104760018
0.3453989228573765,9173.035214737905,652.0448977828538
0.3537294983835314,10380.69825866866,529.6491351966702
0.22154818919117933,10442.39571910225,311.2956673793842
0.3832023690275216,9751.220110196464,133.94886669726367
0.24604279817897617,9301.464251872374,2591.5264564343
0.20748251123523598,9662.826270642032,2661.0850329069845
0.31097049387829667,10083.424475188509,14.061775057526184
0.27418445677248776,9596.946091302858,810.6492526896684
0.3659579486264827,9186.382554563635,418.43431280976904
0.3616502944128604,10122.135860252221,285.6194367904972
0.2634277785645431,9409.057823983238,1590.2777285995676
0.390579879013949,9359.121750550217,131.98929595082512
0.25818356762802375,9441.308417188045,1631.384252652525
0.30301142584634294,9948.016216047981,45.487928699914406
0.25119301811352057,9611.474982227546,1289.7217750002696
0.3872087140097927,10164.499529837265,587.868038144479
0.23292156351640364,9787.139322692788,1287.6630595808958
0.20898212387846582,9217.90309978863,4934.497516989455
0.2870194120006076,10047.843859956069,58.41116084400971
0.39847511281116743,10047.277691109015,539.2134298052706
0.37833545325098283,10393.494861219384,854.7597680524302
0.34972160389138984,9873.81409466227,54.03076936644338
0.378158498175705,10483.694802515492,1020.2255270907704
0.37868932793957266,9290.866997898394,210.911226006185
0.30377167207728983,9544.446994298401,459.89447800573106
0.2631858103661586,9980.061181099609,306.8496265596254
0.3544024864221976,9114.68614684363,665.7419199485771
0.33233225263355226,9400.099527457576,384.3935910002293
0.274731545774742,9819.827040905839,384.3939704491506
0.21889333361230306,10464.668838928137,325.3083335625271
0.3493579222698052,10454.48651593523,587.8537330807357
0.25249210318457294,9564.985257767983,1393.4447452826485
0.38736263010675587,9386.020314255948,123.36046920952833
0.24819411500113697,10048.168374545096,413.92089327784265
