Om,w0,wa,chi2_sne,chi2_bao
0.43047170797544315,-1.2019217513008673,0.6629113805899793,1479.2182807615904,1264.6182586401394
0.29600158937595045,0.0732941591255396,0.2681939191717051,2392.4749919029487,16311.342022773882
0.47504511958064577,-1.4385551595034238,-1.5613232280882368,1477.174588343057,1034.6286319456583
0.4940564716391214,-0.16308536988163125,-2.9780331218409577,1662.5687898283613,3289.047290274092
0.20489648113461637,-0.026917617712013397,0.21336299895296573,2180.7358880580214,12901.021579779974
0.2697820493137682,-0.3810810378276952,-0.17799828001782814,1625.093407655288,2789.417599846135
0.41278404031672855,-1.5277099886431789,0.8624459574264591,1486.721070364655,546.9645271292334
0.3683757407656418,-1.4271880495937688,0.4308291556684227,1500.1877785083125,171.8265812842635
0.39831988424957115,0.13645930403343298,-1.765498630325828,1982.8287041132303,5920.52673697222
0.314695607242642,-1.8331760545334836,0.6644968501699138,1721.8093643400964,702.3194169918204
0.4879397974862829,-1.7424110041509226,-0.5680945643001438,1491.126991921615,1136.3363321296308
0.4777791935428949,0.15285341563165122,-0.1261162398930029,2358.9142765308634,14435.312458110986
0.40660306975612165,-0.290831496780416,-1.215034062163344,1663.0349234600792,3121.8692948688167
0.5127241206968033,-0.35795552766753613,0.9529466709057504,1940.060193412077,10268.030172650255
0.44675093422520457,-1.6475429254794591,-2.019561969161523,1515.039188091199,574.1120862608519
0.3140707537116762,-0.924334570641878,-1.9773030794292985,1499.4922328080688,85.03875731855547
0.4368750784082499,-0.15032227453396385,-1.8128695716584537,1722.007479644078,3638.8725616456395
0.3041117399171001,-1.27648445733971,0.947760936754646,1499.9496268518299,41.267450458707074
0.4878450301307273,-1.5759167086882968,0.6405193928094177,1484.7196315980534,1463.4214520025942
0.39500740890137476,-1.9759203009101074,-1.6520619131898335,1659.9696664965445,385.3806414971248
0.38151376364547396,-0.6304065333063256,-2.2805769385361474,1472.7841535789419,552.7819785720658
0.3319070455596059,-1.353617317380052,-2.859051504150742,1651.864603083314,526.9096461880315
0.522254133867403,-0.09992066086721052,0.4191226151250147,2124.17353172009,12208.641220081308
0.3845470517931198,-1.3762602091290113,-0.3056345674064387,1493.8284265434274,222.01445934219748
0.3571672177836893,-1.6665332131940926,0.5115717831147037,1570.1759142375377,166.54551906025227
0.3647866449511771,0.11298452640949996,0.5412754976550604,2538.8722375125944,19469.038196362428
0.4532309185553349,0.12250942695992117,1.2238801851774985,2726.2476294695625,24461.46505795139
0.43654440643640785,-0.49294757762397157,-0.9201683552429376,1595.9016455175679,2733.8791785577996
0.44127326115959886,0.0424485457117969,1.1363708012077378,2544.7169809133043,21593.28374136575
0.4430821003007883,-1.643966121252678,-0.8211625396813895,1502.2826909307807,591.6189528557769
0.6141647600870461,-0.9872501080653524,0.5391070556198008,1659.3106315095188,5045.867004243364
0.35935849836153844,-1.5508504398785883,-0.24429025151492256,1557.6707953547188,157.04797101277305
0.34877572709284627,-0.946676831970936,1.6071235194828333,1520.2007277850253,2916.4814289695873
0.31862272717521223,-0.2594084027570276,-1.1493577321193222,1637.1816046108192,2255.498173894524
0.4615979422575496,-0.1411587365998601,0.44913564540812345,2071.037667149179,11542.142434927386
0.5128972292720893,-1.9908383326110601,-0.00952515472338833,1501.3680730258234,1432.8364119486746
0.38860525423451253,-1.1430925272603027,1.9934133439850168,1506.8137742095157,2646.5194208870057
0.3159843523037472,0.1869511116474465,-2.6136911281033823,1874.9540891067293,3358.7056002903437
0.31755187843087607,-0.7035070840069229,-0.009455675614446601,1495.3292079764406,1020.8168966516039
0.4650592787824701,-1.348368954664506,-1.8377842878732737,1474.1902372542802,923.4894938569367
0.47432541712034426,-1.1442126279081215,1.4209296905017235,1531.0623293804103,2865.9749490074787
0.4543154268305195,-1.2903597574056556,0.9724950340069904,1486.5742700687485,1584.4871124631343
0.33344902927113057,-1.0152834539330442,0.3091968115969954,1466.0092575843798,339.69901495425813
0.423216132306672,-1.0221294060984016,-0.5982569570712748,1471.1305439990954,960.463235403228
0.4116685809140728,-0.8849007285655801,0.40645849205098283,1511.421250036773,1900.2925851507432
