Om,w0,wa,H0_rd,chi2
0.48697802427798165,-1.8455524463169055,-1.614135173430772,9475.491048733724,543.8401500457088
0.3194392198760262,-0.511216898318144,-1.614135173430772,9475.491048733724,96.54149951867416
0.5292989599556912,-0.19941543909156056,-1.614135173430772,9475.491048733724,2162.3081654014095
0.448684014529682,-2.000091570914577,-1.614135173430772,9475.491048733724,861.0130219349793
0.14708867394382477,-2.368425149746252,-1.614135173430772,9475.491048733724,51045.381616425206
0.5878111758183779,-1.181237874095984,-1.614135173430772,9475.491048733724,1209.0648060183166
0.48056985099517646,-0.17792774202268857,-1.614135173430772,9475.491048733724,1717.392153222652
0.4930321526384769,-0.5476604932775722,-1.614135173430772,9475.491048733724,788.1282327242282
0.16405681633777294,-0.3943548387562261,-1.614135173430772,9475.491048733724,3486.680517110103
0.3251929689477836,-1.2914819800198947,-1.614135173430772,9475.491048733724,2299.0848106521435
0.2853990121162906,-1.7951633642407905,-1.614135173430772,9475.491048733724,6962.5148071099
0.5633824944243009,-0.9046634701461715,-1.614135173430772,9475.491048733724,1113.9794561931778
0.4219325600403323,-1.8869029187524093,-1.614135173430772,9475.491048733724,1105.031822258967
0.511380806635415,-0.32131390904480295,-1.614135173430772,9475.491048733724,1520.357355557174
0.3217070994136656,-1.9091006321215689,-1.614135173430772,9475.491048733724,4730.216804241074
0.21361936089238845,-1.6262101998569758,-1.614135173430772,9475.491048733724,14970.98472938852
0.37729239350791743,-0.980365665030984,-1.614135173430772,9475.491048733724,384.79848003851606
0.13190862805208767,-1.039870197569515,-1.614135173430772,9475.491048733724,23788.501244216994
0.5138155859962911,-0.6974518707789117,-1.614135173430772,9475.491048733724,786.8442438380896
0.41583219956103246,-1.1876661985002492,-1.614135173430772,9475.491048733724,365.87988292182087
0.4790438700426869,0.25841992553027415,-1.614135173430772,9475.491048733724,5047.574673760935
0.2772629840649342,0.01980228259156469,-1.614135173430772,9475.491048733724,1188.0976426102065
0.5853490121974516,0.13734035370991515,-1.614135173430772,9475.491048733724,4635.442161776607
0.5465605606610988,-0.6114502857896875,-1.614135173430772,9475.491048733724,1268.789245176808
