Om,H0,M,chi2
0.33174608165187713,76.60934072833945,-19.20678000586825,1642.571054049078
0.33174608165187713,71.58317659628078,-19.278576880820676,1493.5817384856573
0.33174608165187713,77.87896879867074,-19.17962642885069,1713.2644900505425
0.33174608165187713,75.46052043589046,-19.30180456794738,2373.6794258116506
0.33174608165187713,66.41266021831474,-19.242321301982674,4965.268400385363
0.33174608165187713,79.63433527455133,-19.313172156570165,5605.424359808626
0.33174608165187713,76.41709552985529,-19.250939876722832,2030.0248435834721
0.33174608165187713,76.7909645791543,-19.319506698204325,3492.1670055478653
0.33174608165187713,66.9217044901332,-19.317684275125696,2670.6330886350556
0.33174608165187713,71.7557890684335,-19.227555324591595,1795.309947954057
0.33174608165187713,70.56197036348871,-19.297242791564848,1548.81564624199
0.33174608165187713,78.90147483272902,-19.31552655468715,5021.040206340483
0.33174608165187713,74.65797680120997,-19.164046349972985,1616.0682512170708
0.33174608165187713,77.34142419906244,-19.34139934985199,4492.596362104461
0.33174608165187713,71.65121298240997,-19.23697037746082,1736.2567068974397
0.33174608165187713,68.40858082677165,-19.240347231633347,3275.3524254610347
0.33174608165187713,73.31877180523752,-19.29987822511939,1628.732353799096
0.33174608165187713,65.95725884156263,-19.259445650977437,4896.930674006346
0.33174608165187713,77.41446757988874,-19.332452443383474,4292.094441540326
0.33174608165187713,74.47496598683097,-19.205745970815222,1461.7915487221253
0.33174608165187713,76.37131610128061,-19.305660570324637,2919.3480787465796
0.33174608165187713,70.31788952194802,-19.31132292803469,1520.0670271705885
0.33174608165187713,79.56047036592355,-19.2870243043445,4693.33356755213
0.33174608165187713,78.39681681983296,-19.16952601594737,1752.700535354087
0.33174608165187713,76.67575245610642,-19.19070667034329,1554.7175343407125
0.33174608165187713,67.91958061777952,-19.160621541773246,6090.463402354092
0.33174608165187713,72.00081505590552,-19.219607530793382,1801.0967576212613
0.33174608165187713,65.65705648680843,-19.217415697793584,6709.647847664729
0.33174608165187713,67.31434238101322,-19.253993800114756,3792.890845886897
0.33174608165187713,75.24573429863682,-19.168962735326605,1503.1490865191822
0.33174608165187713,76.17143233861725,-19.247824570145934,1907.9777885576882
0.33174608165187713,79.51264598651315,-19.278987985840995,4415.968608219576
0.33174608165187713,69.88738037207227,-19.221924998016465,2695.2290112667993
0.33174608165187713,70.55689559052303,-19.240772101319806,2063.7625653888826
0.33174608165187713,72.04333716913712,-19.32519603693802,1554.820402427951
0.33174608165187713,67.84207038626428,-19.271454917217515,2991.727916250974
0.33174608165187713,66.94882258003207,-19.287334917781106,3273.8312533929634
0.33174608165187713,72.13557389338901,-19.18063324499777,2237.935110551413
0.33174608165187713,68.40364023576326,-19.274231488605377,2590.7618905353
0.33174608165187713,75.04720992023766,-19.18568895347222,1470.0611995574318
0.33174608165187713,71.55727878308497,-19.261522081219812,1575.2466032787277
0.33174608165187713,77.49017294086757,-19.19929988731088,1791.3228958588422
0.33174608165187713,75.50397653003374,-19.322943614297763,2773.268304145518
0.33174608165187713,69.68549962073061,-19.165069956068308,4167.702652009754
0.33174608165187713,77.48389702092801,-19.253888021840215,2529.923241817559
0.33174608165187713,77.07146536245203,-19.29804035087474,3176.903249907261
0.33174608165187713,70.81217568545262,-19.30170207872704,1497.3363542814247
0.33174608165187713,69.32492155895366,-19.296984542285006,1853.3702009725362
0.33174608165187713,75.23743255962464,-19.276655165416408,1932.7228408995334
0.33174608165187713,67.09628725413965,-19.206496093464875,5408.528373055086
0.33174608165187713,67.99862303712662,-19.16007939141984,6019.072304334755
0.33174608165187713,65.11043404626508,-19.216192513975273,7483.442783864447
0.33174608165187713,76.80386566253208,-19.24056674581118,2037.514656349896
0.33174608165187713,74.97276284888048,-19.260280438396574,1692.7909084072012
0.33174608165187713,75.57748067939502,-19.184361106592476,1456.1137659952808
0.33174608165187713,76.71093546532951,-19.180068559510786,1511.584230501934
0.33174608165187713,71.8837366330751,-19.291392465113436,1454.8522243476527
0.33174608165187713,73.53111793929341,-19.159315950269313,1969.111818066582
0.33174608165187713,67.09695497191487,-19.270976927358724,3544.2737701661827
0.33174608165187713,66.7179511030396,-19.189984386161694,6431.918445936396
0.33174608165187713,75.02604442685707,-19.156636024383552,1596.4998292970733
0.33174608165187713,72.06644309214698,-19.209268379828877,1889.764228803638
0.33174608165187713,73.47854159721783,-19.317689854709762,1825.0591338408144
0.33174608165187713,76.47498286124039,-19.232772608965213,1838.1253690818664
0.33174608165187713,74.52077480000887,-19.326244575380887,2333.5830157254877
0.33174608165187713,73.30369100986994,-19.192171592026213,1698.7052921488653
0.33174608165187713,73.38810741118121,-19.293736965225225,1600.5487599246312
0.33174608165187713,69.55925147093919,-19.210957035387995,3124.92240823256
0.33174608165187713,65.46226751851908,-19.16798206517396,9091.733488307
0.33174608165187713,71.55076083848543,-19.313798029865968,1465.2553868773227
0.33174608165187713,68.21877009229294,-19.271428432279766,2751.612341610174
0.33174608165187713,71.12792965586954,-19.220576242385285,2100.377613209678
0.33174608165187713,77.80104609902249,-19.2660682814381,2929.281401695227
0.33174608165187713,68.50909228798011,-19.315036211675057,1941.252244316898
0.33174608165187713,65.874541125336,-19.34418567716624,2823.4643855328277
0.33174608165187713,69.22075838032995,-19.268680371259606,2256.416808403973
0.33174608165187713,69.40390636650025,-19.220158194683616,3031.10467467287
0.33174608165187713,74.92874772090343,-19.2352031583695,1524.3265142215866
0.33174608165187713,73.35548228511918,-19.318751752047874,1799.45584770435
0.33174608165187713,76.75847313659621,-19.259861311226523,2292.562626916323
0.33174608165187713,74.96470310491081,-19.27610579076375,1839.483365027823
0.33174608165187713,71.09580292160106,-19.295159519541322,1489.5235622707344
0.33174608165187713,77.21030576999053,-19.204145751227923,1762.1084067730358
0.33174608165187713,67.50459379861556,-19.288069593994564,2874.6711349646935
0.33174608165187713,65.3406810970079,-19.241971609533394,6180.199296814768
0.33174608165187713,66.35071791163463,-19.165355292946074,7904.370782254171
0.33174608165187713,75.83539025894676,-19.242144803549284,1750.9389909355775
0.33174608165187713,71.9281584537708,-19.226595417967886,1754.7677060202057
0.33174608165187713,67.41907668550402,-19.33535080276649,2129.5593806182446
0.33174608165187713,72.51567162655046,-19.314373171251653,1571.2005403925812
0.33174608165187713,67.28468154069752,-19.329809760140378,2271.062409526032
0.33174608165187713,75.44480562616604,-19.197037410328832,1459.8949925073828
0.33174608165187713,71.69234413361046,-19.18281578381663,2412.9879131739335
0.33174608165187713,70.71531839144724,-19.312708941361084,1475.964312443288
0.33174608165187713,69.52268133721815,-19.30614564981538,1708.363699501381
0.33174608165187713,74.45423889678332,-19.285358542101445,1784.1217608570157
0.33174608165187713,70.42718915830086,-19.23178447660923,2246.6483415421526
0.33174608165187713,66.31474878974151,-19.225640761239994,5620.542765755496
0.33174608165187713,66.77008853180773,-19.212649208291708,5557.521136681238
0.33174608165187713,79.42846496824272,-19.168961448757305,2061.3839353561384
0.33174608165187713,78.62871036061411,-19.29099197190069,4072.619172175474
0.33174608165187713,75.49560700716124,-19.218248202158644,1522.346388352019
0.33174608165187713,68.9880494218928,-19.23805543084446,2929.6500748157305
0.33174608165187713,79.53764566021586,-19.288832551917487,4729.501673649499
0.33174608165187713,76.68126355948692,-19.168516962681263,1475.4753746979445
0.33174608165187713,75.75335283738494,-19.330903317608158,3082.478348002688
0.33174608165187713,71.74042253215683,-19.207599794633587,2027.1946848704088
0.33174608165187713,69.08362342767738,-19.204425257395478,3623.9619899807585
0.33174608165187713,66.44586443230249,-19.166934694462007,7705.343016203086
0.33174608165187713,78.53903594815762,-19.246283881529727,2943.304110795006
0.33174608165187713,71.83664434750416,-19.28567553235615,1459.8192689562331
0.33174608165187713,68.03545047192846,-19.184451866027995,5143.623589381879
0.33174608165187713,69.58934936225978,-19.19583794363352,3448.9576199936573
0.33174608165187713,73.68829353412843,-19.249936877116106,1459.7726137940044
0.33174608165187713,67.65159174408848,-19.196428524873237,5152.056006485611
0.33174608165187713,77.84921426138564,-19.29642487958455,3650.963935663807
0.33174608165187713,76.37779294752815,-19.232098733919305,1803.084389496489
0.33174608165187713,75.79194433926405,-19.176963309042424,1457.3323862137559
0.33174608165187713,71.48139559662656,-19.286403099076697,1479.883591284612
0.33174608165187713,74.40963261053665,-19.25329000351385,1538.5029142979754
0.33174608165187713,73.76146953369104,-19.159791029165422,1885.5741514796744
0.33174608165187713,74.7476990233223,-19.19035763160565,1478.6228261899014
0.33174608165187713,66.26666481709833,-19.172592195933888,7713.00962989125
0.33174608165187713,71.23711103255914,-19.27295058782191,1566.073086417308
0.33174608165187713,65.62421260792838,-19.150698948073085,9659.084415317535
0.33174608165187713,72.40986228866778,-19.319486879063238,1583.3396987765493
0.33174608165187713,69.94791818499178,-19.24624588335674,2251.928592399074
0.33174608165187713,67.1678628329907,-19.25414532354075,3912.1890301180747
0.33174608165187713,66.55104451583827,-19.19031356183997,6625.427894723053
0.33174608165187713,73.81466858266567,-19.168276445496996,1780.890064360411
0.33174608165187713,67.55889452805329,-19.203772124618386,5011.412670326502
0.33174608165187713,78.87680177565196,-19.22463675277394,2701.1874647056543
0.33174608165187713,73.71591709550593,-19.2645141618303,1499.714136708548
0.33174608165187713,70.20304706802256,-19.247934816584852,2114.1283984414385
0.33174608165187713,73.86373237222125,-19.248139937355035,1465.5266275559593
0.33174608165187713,65.34205806544546,-19.345926305263127,3153.196684974217
0.33174608165187713,79.37838819862168,-19.249390839034465,3529.7254483743136
0.33174608165187713,72.23455155414351,-19.178805839965175,2221.210054895137
0.33174608165187713,76.74102840875429,-19.20814519777155,1681.5379365444987
0.33174608165187713,66.24094999883658,-19.190858275575,6998.844207456296
0.33174608165187713,72.2998749625724,-19.271903002046297,1458.4896381364633
0.33174608165187713,72.36060491531781,-19.24420535261741,1537.4832068316546
0.33174608165187713,79.06739682462474,-19.34330328620058,6127.260052460422
0.33174608165187713,73.57592078564113,-19.273400411566133,1519.22186911228
0.33174608165187713,72.10234101585431,-19.25511679102147,1522.838027124498
0.33174608165187713,69.0046349463784,-19.298958220080184,1943.98827447424
0.33174608165187713,69.97353496013828,-19.343751804201872,1468.0033693812406
0.33174608165187713,72.81008603707306,-19.21191837824421,1656.4564699492128
0.33174608165187713,71.5836719045757,-19.262982449830233,1562.3372141280454
0.33174608165187713,65.32418119820495,-19.266864361377554,5332.260199926286
0.33174608165187713,77.39437886291537,-19.300002649194298,3429.4159120072477
0.33174608165187713,78.4424115775965,-19.242433920200398,2812.326105516712
0.33174608165187713,67.10373633497916,-19.262394643745854,3752.2179078293148
0.33174608165187713,73.31054215308575,-19.25520310539418,1453.6251137446427
0.33174608165187713,66.62863611703165,-19.233825730312724,5011.159463105836
0.33174608165187713,75.08360139559717,-19.348735070552053,3055.54613192892
0.33174608165187713,69.21850675758512,-19.168460819292314,4486.226328206434
0.33174608165187713,74.89133952037852,-19.335782520610984,2683.9652583622637
0.33174608165187713,75.90491921430323,-19.2598150505368,1959.3703760342337
0.33174608165187713,76.52971237876486,-19.308525424952126,3073.4024251508836
0.33174608165187713,66.61611418933845,-19.245243526126025,4670.227051214098
0.33174608165187713,78.74017767706412,-19.293953978240573,4239.854121482426
0.33174608165187713,68.45320986342321,-19.177998700387477,4927.0332562394715
0.33174608165187713,65.5611883426427,-19.270728033207515,4953.690444560212
0.33174608165187713,73.32278704087224,-19.222248888846313,1508.1760645000147
0.33174608165187713,70.56383425793658,-19.300224054370425,1534.2096507425704
0.33174608165187713,77.4468461469862,-19.3461187699012,4722.6123218005405
0.33174608165187713,77.12377208096453,-19.269169092877345,2622.6706241802212
0.33174608165187713,69.75708339234073,-19.24270270208834,2400.8105352694724
0.33174608165187713,79.29349092604618,-19.25809056974765,3687.4077819100517
0.33174608165187713,69.36376757210178,-19.157597127236226,4675.835233635268
0.33174608165187713,72.72585693847572,-19.208632165230792,1703.0693450207903
0.33174608165187713,68.83947635851405,-19.15086603987492,5415.163441484766
0.33174608165187713,79.04065355073445,-19.290987981937207,4390.369375595514
0.33174608165187713,67.46911726373027,-19.19218934407857,5486.538481438854
0.33174608165187713,65.67365929088494,-19.238888306490676,5893.843699074135
0.33174608165187713,71.52645590004556,-19.2276479291103,1866.1825420921652
0.33174608165187713,79.88563346083755,-19.152829359911532,2017.4528152693954
0.33174608165187713,78.3751589938237,-19.219202560049776,2365.261921755689
0.33174608165187713,76.22912029185424,-19.170236621532617,1459.610034407843
0.33174608165187713,78.36188736317787,-19.20484995305615,2145.1066986433934
0.33174608165187713,78.40169959546795,-19.32452277565505,4871.870705036654
0.33174608165187713,72.78287540579673,-19.210115257935538,1676.9054339493123
0.33174608165187713,69.73893577746189,-19.253136882262904,2246.082839966781
0.33174608165187713,76.58018648166482,-19.16624040140353,1466.50479494173
0.33174608165187713,74.92491894751642,-19.18863311056191,1470.8937145329733
