Om,w,chi2
0.4095824194223854,-1.4445992421027674,1417.7108222767774
0.2755513759008209,-1.3263738063283004,1515.0298380794197
0.44343916796455296,-0.42448098727738426,1664.768393547347
0.37894721162374556,-1.8652894555784754,1524.0497077053842
0.13767093915505982,-1.821358196667864,2789.9756285805847
0.49024894065470237,-1.303407453897481,1425.912893364344
0.40445588079614125,-1.7292101525044032,1460.1509207725103
0.41442572211078155,-0.904271742973922,1437.38032832991
0.15124545307021836,-1.4229159482948759,2005.7857993617665
0.28015437515822683,-0.6460680567019441,1440.5829863848019
0.2483192096930325,-0.8022231211469533,1402.9697876091866
0.4707059955394407,-1.2467091286421625,1421.1689756711112
0.35754604803226586,-0.6480329735034582,1480.3739387090964
0.42910464530833203,-1.8386898480295104,1454.9357517667336
0.2773656795309325,-1.070241592647635,1425.849534452697
0.19089548871391077,-1.0317872531042989,1494.389583413719
0.32183391480633394,-1.6063662178723244,1547.3505542336604
0.12552690244167014,-1.9206058776155541,3154.8350982495817
0.43105246879703285,-1.1436816600584847,1413.6444395606572
0.35266575964882596,-1.1781167207042387,1409.8563614196198
0.40323509603414953,-0.9542211850392119,1423.1678849521618
0.24181038725194737,-1.6593140145167449,1816.3538285205295
0.48827920975796135,-1.7125706211897571,1420.2672933675876
0.45724844852887914,-0.43533457703090317,1666.7406294817372
0.4113533988295047,-1.81809840754468,1468.8084145039502
0.17785548314078703,-0.40094626236590014,1526.2314426456408
0.28668840149081365,-0.8480371613561273,1403.622451504903
0.11752150631489151,-0.9930844187035781,1594.0469260530208
0.16171579682701914,-1.4563464072224361,1993.480231482272
0.37321958129698185,-0.6115150353836996,1506.2898953069541
0.39790486236312683,-0.5439014203356658,1557.7031540695816
0.48700389297368407,-0.8449856000099154,1500.65327604455
0.2303301432552608,-0.8641782733157264,1407.8866986829964
0.24818388241394757,-1.2109525874536753,1505.077827648838
0.2878223245103232,-1.875464215423103,1777.3377514558279
0.1757885436337143,-0.40155352952864365,1524.7109132602739
0.15196860213418867,-1.975111390035185,2898.512661954459
0.2902819704903735,-1.2073641609829229,1452.1252371126222
0.19076373962035365,-1.4125850996994243,1804.6816169796236
0.36792559787300416,-0.7581882260956432,1447.8270762383247
0.2748607675489323,-0.8227514179062192,1403.861116012999
0.433071278423135,-0.995120468047378,1430.9915117378305
0.3801060408008997,-1.8804183318042034,1525.9991727467548
0.22494665655281643,-1.6210408836144363,1857.6390908071114
0.43290392055808047,-1.8493465122697537,1453.2379311865263
0.42190574299872075,-0.43363782125447625,1643.8362234116169
0.25499135161206976,-1.7955473667381716,1863.9225825366605
0.21533124157209765,-0.45249164109212225,1506.325577755304
0.3729982015899902,-1.8196605240910746,1522.1030108759326
0.15590099344372393,-0.6204314494030241,1409.9983881053827
0.17996328099004333,-1.0805917203555049,1542.6792695748113
0.10294490790040221,-0.6692389462350927,1410.9068522904881
0.41476975100085534,-0.9855456668282432,1423.6690899724838
0.36594034263681285,-0.7698605326318262,1443.4878891344586
0.382066151450534,-0.8307014392572101,1436.4264605659962
0.4122916124087872,-1.5837008369772403,1431.8560412423953
0.28356631021533596,-0.5039227319940647,1509.6325247789682
0.3274964783811575,-0.9701662332405478,1402.856513219998
0.155918799251063,-1.6766654102795173,2354.7817310101004
0.1458120294143894,-1.5103327515402578,2169.6434108869553
0.3673611847161887,-1.1471183885031748,1405.2862138118635
0.288438482457253,-0.5890772248093532,1467.2955767556537
0.32609444259247555,-0.725195008006329,1436.4926906297576
0.4059995429664103,-1.5167231892639985,1426.937548396037
0.35388732800023637,-0.8984219003614717,1412.6726577964755
0.3214317602631983,-1.9973490718790812,1716.8981082568243
0.3236828642981654,-1.4677743240144818,1494.7990975420755
0.22158003922504488,-0.6566476413330826,1416.4907805842215
0.11232713382717577,-1.758078083350696,2976.6335537585846
0.274686955692945,-1.4345675778855007,1568.19298064953
0.1858338691278117,-1.9983306926866244,2554.151355040704
0.2634114574898545,-1.9629876380699247,1947.5615991515524
0.4413612293072665,-1.7663696143957357,1436.8605665287114
0.1935757943461363,-1.8370191115223125,2276.0633869728495
0.12332109667562641,-1.2164330500288087,1849.8893695464637
0.21255355680879862,-0.5599930142545899,1444.9556618248612
0.21743750310667345,-1.8645732697554573,2135.2848782416604
0.36476660589075804,-0.6082610087738527,1502.413433459324
0.32281286093651135,-0.9309474586824051,1403.4614835525547
0.41355928364256545,-1.729768199314628,1451.85581070139
0.365725416130955,-1.5364216092743965,1461.2920686369769
0.26255474457602823,-1.6893064279105803,1756.0334561170107
0.42560815386641393,-0.737122469191049,1490.1413907000924
0.16678916796308157,-0.8398394299650997,1429.3367058845588
0.1090848292535442,-1.5129450458757328,2468.847003101999
0.13601914431025672,-1.9130650726487093,2990.4279315850476
0.38894374023858014,-1.7300147840440516,1477.3065560722423
0.28475089210055493,-0.9921978218781051,1409.017905274699
0.16450871161344072,-1.8554035097411146,2557.576930781841
0.30041791004134544,-1.1416551986521428,1427.3828833560808
0.1609248410852674,-1.0193135805191318,1532.149459471707
0.3785281500310944,-0.8995942264513916,1421.3189347089467
0.2784625102296123,-1.7994308079750683,1767.4809300517695
0.25240849043859304,-1.264470590624344,1524.5425728431346
0.22060483565915062,-1.258565404923242,1583.4689136840732
0.3521130372475554,-0.6635478448511303,1470.9323608848454
0.24472504422135619,-1.2500527844762537,1530.4364562220087
0.1350599677264404,-1.3491267833440599,1987.5951714362952
0.14720236084820615,-1.8024632815190336,2647.9150285534465
0.4847590658198059,-0.8888570382067151,1486.8286253296328
0.46343227628304284,-1.008336829845463,1445.910726345577
0.37988285352429985,-0.8528802393906487,1430.5269159637337
0.20634798458380785,-0.9499467920525093,1440.4185117982029
0.4876705509390896,-0.5995458756530221,1595.0110446377143
0.41150036158631786,-0.596246229963155,1539.5227419998898
0.38675607566359826,-1.5077067876994152,1437.404443479333
0.2797446008575155,-1.7081407054608782,1707.0594166959986
0.2088966247380636,-0.5176359979239094,1463.5486382058273
0.13855638486139973,-0.8591361510672992,1459.4539621695703
0.4610409586175367,-0.4464361596562818,1661.9586769838468
0.2823105159334445,-1.2048708742388112,1459.3009229587374
0.18094534591809214,-0.4604106294513446,1484.143792526471
0.222382649660261,-1.803649929754586,2042.5483006385189
0.3316878275767584,-1.055416700778932,1404.6881541928017
0.1707091131756927,-1.2052235112540348,1667.8328445062975
0.44264571363695027,-1.9957681256234676,1465.1658748776063
0.40340781193408404,-1.691362056513682,1454.5607857459813
0.38778518238037474,-1.7544445580426646,1484.0424245308236
0.2728372159100415,-1.902705138461514,1858.4681126094654
0.3509235362809773,-0.482961479075132,1563.5367010447321
0.33363918756509425,-0.455412504366147,1571.359224270007
0.35993864062192804,-0.5732000054292499,1516.6395352164732
0.13377772845595565,-0.4177906056417311,1492.1474117610117
0.26632296086824386,-0.6709372522117176,1427.1405032698121
0.116645669544757,-0.5085102878372898,1432.6057062951322
0.2975963276978076,-1.6837901927462837,1638.9411282563585
0.23194448493311415,-1.5889858250549114,1800.0602394748903
0.15780967554641878,-0.6206942412845817,1410.2454046575597
0.14136118708902068,-1.2328580336598285,1797.5852136941187
0.3350578288710848,-0.8528441163464886,1413.0807900537081
0.16823718741475446,-1.1009454528561224,1581.404017606443
0.4700480473507189,-1.5109780158361876,1414.2927100855984
0.332424455880158,-1.5442642435327083,1506.653264591544
0.23874792181393484,-0.8029126374494422,1402.8942248476274
0.3363661965925667,-1.1486478191531357,1411.6103553692667
0.109121548411879,-1.424982911003522,2289.063569584045
0.4834236852965782,-1.0127364823616536,1458.1261576140103
0.29292137477716007,-1.328099864655372,1489.597206585188
0.4130940909001145,-1.2398802508041278,1406.9265925252355
0.13309199996897544,-0.9153444778430793,1500.3013598326995
0.29466333233526415,-1.2672556768469607,1466.2580206265923
0.2962827977418084,-0.480095019427601,1532.0204620094698
0.47513058198999314,-1.2236917867004968,1424.9251214797644
0.32869122095043013,-0.4610834871640872,1564.349615756394
0.28939576042278153,-0.6436989525160848,1445.6052979914552
0.20679026523675745,-0.574516221092261,1436.773424918481
0.2326275989370209,-0.778759472367357,1403.1556189079308
0.3082689609886151,-1.0327589744575123,1407.2307038698468
0.2755645841220187,-1.1477317426008535,1447.791806685576
0.10864483195213218,-1.1173518065041232,1768.6985485251241
0.4305167696777431,-1.677672413957712,1432.9232147383796
0.4584643087359067,-1.6569682033765667,1420.6398958876189
