Om,w0,wa,H0,rd,chi2
0.3547912097111927,-1.2085802444812206,0.11983266005811588,69.08176558028536,148.09336921424,130.25290798994345
0.2877756879504105,-1.3791635124921888,-1.1771736111079227,70.98230970612235,150.34082454518008,326.51410062781497
0.3717195839822765,-1.392627115084295,0.12837125574832342,73.57506631318711,145.9920720659569,601.4731295602725
0.3394736058118728,-1.4906565081444731,0.11353750699600829,60.523700694384274,144.47257553048254,5198.6511643818385
0.21883546957752992,-0.5216436489977146,-0.32734125517397406,64.41469936345403,146.26914764301793,184.0080637834349
0.3951244703273512,-0.8449190978152809,0.8971977528287547,71.99619135187895,147.7253167871305,3729.4546582357384
0.3522279403980706,-1.1787628807941921,-0.8208110841078331,71.99669745407209,141.74263344157063,68.76648618230641
0.3572128610553908,-0.9209214028799512,-0.06043064462009928,68.66774925047787,148.28448751161864,443.1601694229999
0.22562272653510917,-0.8809260500686037,-1.1761259143928933,60.93533393179716,153.9540218766387,4638.847566950966
0.29007718757911344,-1.317071040388999,-0.5335066234234029,68.79992477239811,154.74662277562592,119.41342218977898
0.27415960484651625,-1.2111318184464426,-0.8371017101099713,72.37640632384381,148.0534587889284,148.18164995508786
0.3853529977697204,-0.9527222460462175,0.23972347411152528,60.3098992036183,153.66439236656882,129.22382593190866
0.32877302401613295,-0.6602055005922431,0.4064813921807955,63.180071531465174,149.2106774672932,395.15805540548246
0.36455232265416604,-1.3704113348178577,0.6482032620220455,72.73291198666746,140.4017015430159,160.78310621064475
0.28868283976546627,-0.6416642547638227,-0.8795542421972222,63.51502751624156,147.2447548663574,432.90858679485
0.24544774435695538,-0.8910138912870139,0.12147910592145372,60.87002314715895,147.1180005424156,2804.855768885258
0.310916957403167,-1.0103406558130015,-0.2334203489269926,70.78746785668406,150.08879278396893,268.8026297389136
0.21276345122083506,-1.356059600115067,-0.16161603628625065,71.62122357833988,143.3410850084706,3262.026753897728
0.36552623439851645,-0.9500961430175139,-0.9378986385749863,65.99260324010162,151.75658002706524,81.96026668745073
0.32633287982441295,-1.146368392236999,0.2711637840166572,70.81991840315129,144.4646758239134,57.614280974831864
0.3516175480170748,-1.3110328343123496,0.05796827965066642,68.5718257327583,145.73553660512678,121.12650056980381
0.2709051936259737,-0.6200265536991093,0.7664617291703832,63.69727403163435,144.0243837453893,501.109719410166
0.3941396048789807,-1.0394273492372486,0.0011266434918024704,66.23985305162205,143.09427427231904,111.03177363063453
0.37862422426443954,-1.4202439677730712,0.23590255194868748,69.1558178539783,154.7230325487818,628.1659280860417
0.3556766994147524,-1.1978613078479028,-0.6381129400233224,72.74424130885455,152.0125322703397,938.1657863879253
0.23892774157039354,-1.3184951198567503,-1.0302158526609995,63.59442378816383,146.17138864403995,8675.234058320968
0.29334420074540685,-0.5607548344988718,0.8675080695836321,61.95224709318916,150.21907807625172,1624.8379341262953
0.20876075315744577,-1.2569380287871361,0.008340298067926799,73.0262847260333,142.39907787963563,1983.599482825149
0.23085789841350957,-0.9936032924382758,-0.3039713954328791,74.28501740566657,141.59991283901482,282.5971679391405
0.33660979064849095,-0.7544775088796895,0.9963643691155468,60.783934027014794,141.89930050613577,435.3036575969075
0.34895243118156344,-1.3414891236937716,-0.8378340451051187,74.43421670452466,144.1580625602429,218.14499234663384
0.393501946486842,-1.0625124043936025,0.2650949090458734,71.13091016773461,151.65594559757952,1939.2188235411309
0.2651650716276304,-0.8467185972568467,-0.9367429242982217,73.84493029042196,145.27915213403037,118.71417088552364
0.2740919412069738,-0.6180462756322176,-0.39966612510149546,60.37199838314346,148.1097355508282,857.9657985004114
0.2939111622551616,-0.8458968278275504,-0.5519334990026307,74.13126443069346,152.04512148723967,1405.3764751262966
0.23789427181685716,-1.4199161518994226,0.3857975007481298,62.71711452665068,154.44698312266615,4199.360997232386
0.22598430106709433,-1.178438536887802,-0.33133488040241743,61.18736786087774,154.50307190900668,5504.534334451945
0.2951409852451868,-1.1490677981350346,-0.6341420615065863,72.91504171784389,146.83218609348015,34.45587588459389
0.24538186981017684,-1.1117265507702219,-0.7701626364532161,71.93597584605547,142.32861954946196,1167.0335793353258
0.33396279893650205,-0.5583814607746701,0.5953233519953778,66.71194797391736,153.32143233595457,3719.2621821537155
0.28743038377446617,-1.4642966478402768,-0.9788421967314629,72.71744288415228,147.72568067238805,319.5829640802385
0.3665356392115675,-1.1978263856152336,-0.3517302319710409,73.25455462923337,146.4735724018694,666.1729240110831
0.3400530204004498,-1.0075440786665157,-0.4413823735002451,60.13820361775748,150.53422090528312,1420.5640212640026
0.26247332827640824,-1.4136039757555712,-0.3218003114103869,60.92166201443165,151.6738746422051,6600.663985471991
0.36645196027904026,-1.0164620392692387,0.16828844807832022,68.78454517721991,140.4497883847013,68.93251406173064
0.3609528714993604,-1.392871082789449,0.7168427675024347,60.633958820888274,148.20513888744003,1926.9876417032397
0.2774956758060349,-0.6622177853009296,-1.1058459346962857,69.5925764053174,150.54293781945407,229.13989756638955
0.2576656207860488,-1.229915608131774,0.29154142576053554,65.16165193636631,141.79935125855744,3984.0194550945425
